compound,layer,head,binding_score,word1,word2,prompt,tokens,word1_idx,word2_idx,domain,model
due_process,0,0,0.0814,due,process,The due process clause protects individual rights,"['<|endoftext|>', 'The', ' due', ' process', ' clause', ' protects', ' individual', ' rights']",2,3,legal,gpt2
felony_conviction,9,8,0.0113,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,9,9,0.0011,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,9,10,0.0603,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,9,11,0.0013,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,10,0,0.0173,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,10,1,0.0085,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,10,2,0.0083,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,10,3,0.0099,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,10,4,0.0462,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,10,5,0.1636,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,10,6,0.0416,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,10,7,0.0066,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,10,8,0.006,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,10,9,0.1513,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,10,10,0.0073,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,10,11,0.0203,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,11,0,0.2431,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,11,1,0.0207,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,11,2,0.0236,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,11,3,0.0294,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,11,4,0.0259,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,11,5,0.0067,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,11,6,0.0169,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,11,7,0.016,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,11,8,0.3414,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,11,9,0.0082,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,11,10,0.107,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
felony_conviction,11,11,0.0665,felony,conviction,The felony conviction carried a mandatory minimum sentence,"['<|endoftext|>', 'The', ' felony', ' conviction', ' carried', ' a', ' mandatory', ' minimum', ' sentence']",2,3,legal,gpt2
conditional_parole,0,0,0.0933,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,0,1,0.0036,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,0,2,0.0626,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,0,3,0.0609,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,0,4,0.1986,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,0,5,0.0002,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,0,6,0.2031,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,0,7,0.2224,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,0,8,0.0728,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,0,9,0.0329,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,0,10,0.0704,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,0,11,0.1306,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,1,0,0.502,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,1,1,0.1576,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,1,2,0.1364,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,1,3,0.1307,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,1,4,0.132,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,1,5,0.0722,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,1,6,0.023,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,1,7,0.0866,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,1,8,0.1465,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,1,9,0.0284,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,1,10,0.3273,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,1,11,0.0167,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,2,0,0.1622,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,2,1,0.0848,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,2,2,0.5241,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,2,3,0.2214,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,2,4,0.2271,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,2,5,0.1122,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,2,6,0.0389,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,2,7,0.1638,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,2,8,0.3401,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,2,9,0.2971,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,2,10,0.1513,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,2,11,0.071,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,3,0,0.0009,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,3,1,0.0401,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,3,2,0.2669,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,3,3,0.397,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,3,4,0.0018,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,3,5,0.0739,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,3,6,0.3582,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,3,7,0.5942,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,3,8,0.1381,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,3,9,0.0941,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,3,10,0.0574,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,3,11,0.5697,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,4,0,0.091,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,4,1,0.1252,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,4,2,0.0153,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,4,3,0.2889,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,4,4,0.1472,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,4,5,0.5597,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,4,6,0.0517,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,4,7,0.4668,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,4,8,0.0211,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,4,9,0.1798,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,4,10,0.0342,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,4,11,0.9999,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,5,0,0.0061,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,5,1,0.0,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,5,2,0.2224,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,5,3,0.0625,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,5,4,0.0474,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,5,5,0.0002,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,5,6,0.3403,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,5,7,0.0507,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,5,8,0.0076,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,5,9,0.0109,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,5,10,0.0467,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,5,11,0.0639,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,6,0,0.0994,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,6,1,0.0461,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,6,2,0.0059,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,6,3,0.0036,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,6,4,0.0421,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,6,5,0.032,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,6,6,0.0092,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,6,7,0.1598,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,6,8,0.2334,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,6,9,0.0002,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,6,10,0.0119,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,6,11,0.0671,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,7,0,0.2992,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,7,1,0.0016,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,7,2,0.0003,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,7,3,0.0121,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,7,4,0.0565,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,7,5,0.041,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,7,6,0.0086,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,7,7,0.0119,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,7,8,0.1847,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,7,9,0.0134,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,7,10,0.0003,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,7,11,0.0029,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,8,0,0.0062,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,8,1,0.0019,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,8,2,0.0191,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,8,3,0.0056,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,8,4,0.1685,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,8,5,0.0601,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,8,6,0.0049,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,8,7,0.3628,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,8,8,0.0288,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,8,9,0.0308,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,8,10,0.0131,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,8,11,0.0134,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,9,0,0.0336,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,9,1,0.0081,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,9,2,0.0278,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,9,3,0.2981,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,9,4,0.0069,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,9,5,0.0131,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,9,6,0.0106,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
conditional_parole,9,7,0.0109,conditional,parole,The conditional parole required regular check ins,"['<|endoftext|>', 'The', ' conditional', ' parole', ' required', ' regular', ' check', ' ins']",2,3,legal,gpt2
