model,concept,condition,prompt,layer,rank,token,logit,margin,matches_final
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,30,1,a,14.49,0.1809,False
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,30,2,common,12.882,0.1809,False
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,30,3,an,12.766,0.1809,False
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,30,4,the,12.433,0.1809,False
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,31,0,one,16.0,0.6543,False
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,31,1,a,15.346,0.6543,False
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,31,2,an,13.63,0.6543,False
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,31,3,the,13.313,0.6543,False
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,31,4,common,13.275,0.6543,False
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,32,0,one,15.957,0.079,False
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,32,1,a,15.878,0.079,False
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,32,2,an,14.003,0.079,False
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,32,3,the,13.424,0.079,False
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,32,4,not,12.946,0.079,False
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,33,0,a,16.58,0.1041,True
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,33,1,one,16.476,0.1041,True
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,33,2,an,15.681,0.1041,True
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,33,3,the,14.369,0.1041,True
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,33,4,common,13.516,0.1041,True
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,34,0,a,16.049,0.927,True
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,34,1,an,15.122,0.927,True
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,34,2,one,14.789,0.927,True
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,34,3,not,13.294,0.927,True
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,34,4,the,13.207,0.927,True
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,35,0,a,16.828,0.7135,True
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,35,1,one,16.115,0.7135,True
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,35,2,an,15.63,0.7135,True
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,35,3,widely,15.323,0.7135,True
pythia-12b,keyboard_navigation,regress,Keyboard navigation is,35,4,not,15.035,0.7135,True
pythia-12b,combo_box,regress,A combo box is,0,0,||,9.954,0.8736,False
pythia-12b,combo_box,regress,A combo box is,0,1,====================,9.08,0.8736,False
pythia-12b,combo_box,regress,A combo box is,0,2,======================,8.744,0.8736,False
pythia-12b,combo_box,regress,A combo box is,0,3,=====================,8.048,0.8736,False
pythia-12b,combo_box,regress,A combo box is,0,4,===================,7.829,0.8736,False
pythia-12b,combo_box,regress,A combo box is,1,0,||,9.66,1.1625,False
pythia-12b,combo_box,regress,A combo box is,1,1,======================,8.497,1.1625,False
pythia-12b,combo_box,regress,A combo box is,1,2,====================,8.276,1.1625,False
pythia-12b,combo_box,regress,A combo box is,1,3,Simplify,7.883,1.1625,False
pythia-12b,combo_box,regress,A combo box is,1,4,Decided,7.662,1.1625,False
pythia-12b,combo_box,regress,A combo box is,2,0,||,9.234,0.665,False
pythia-12b,combo_box,regress,A combo box is,2,1,======================,8.569,0.665,False
pythia-12b,combo_box,regress,A combo box is,2,2,Simplify,7.851,0.665,False
pythia-12b,combo_box,regress,A combo box is,2,3,====================,7.841,0.665,False
pythia-12b,combo_box,regress,A combo box is,2,4,Decided,7.731,0.665,False
pythia-12b,combo_box,regress,A combo box is,3,0,||,8.42,0.2122,False
pythia-12b,combo_box,regress,A combo box is,3,1,======================,8.208,0.2122,False
pythia-12b,combo_box,regress,A combo box is,3,2,Simplify,7.891,0.2122,False
pythia-12b,combo_box,regress,A combo box is,3,3,--------------------------------------------------,7.156,0.2122,False
pythia-12b,combo_box,regress,A combo box is,3,4,====================,7.15,0.2122,False
pythia-12b,combo_box,regress,A combo box is,4,0,======================,8.266,0.2846,False
pythia-12b,combo_box,regress,A combo box is,4,1,Simplify,7.981,0.2846,False
pythia-12b,combo_box,regress,A combo box is,4,2,||,7.667,0.2846,False
pythia-12b,combo_box,regress,A combo box is,4,3,====================,7.104,0.2846,False
pythia-12b,combo_box,regress,A combo box is,4,4,=========================,7.036,0.2846,False
pythia-12b,combo_box,regress,A combo box is,5,0,======================,8.193,0.0807,False
pythia-12b,combo_box,regress,A combo box is,5,1,Simplify,8.112,0.0807,False
pythia-12b,combo_box,regress,A combo box is,5,2,=========================,7.937,0.0807,False
pythia-12b,combo_box,regress,A combo box is,5,3,====================,7.382,0.0807,False
pythia-12b,combo_box,regress,A combo box is,5,4,===================,6.955,0.0807,False
pythia-12b,combo_box,regress,A combo box is,6,0,=========================,7.668,0.324,False
pythia-12b,combo_box,regress,A combo box is,6,1,======================,7.344,0.324,False
pythia-12b,combo_box,regress,A combo box is,6,2,Simplify,7.026,0.324,False
pythia-12b,combo_box,regress,A combo box is,6,3,now,6.709,0.324,False
pythia-12b,combo_box,regress,A combo box is,6,4,used,6.437,0.324,False
pythia-12b,combo_box,regress,A combo box is,7,0,used,7.535,0.5116,False
pythia-12b,combo_box,regress,A combo box is,7,1,now,7.024,0.5116,False
pythia-12b,combo_box,regress,A combo box is,7,2,not,6.902,0.5116,False
pythia-12b,combo_box,regress,A combo box is,7,3,======================,6.887,0.5116,False
pythia-12b,combo_box,regress,A combo box is,7,4,con,6.777,0.5116,False
pythia-12b,combo_box,regress,A combo box is,8,0,used,7.363,0.4153,False
pythia-12b,combo_box,regress,A combo box is,8,1,not,6.947,0.4153,False
pythia-12b,combo_box,regress,A combo box is,8,2,now,6.654,0.4153,False
pythia-12b,combo_box,regress,A combo box is,8,3,generally,6.448,0.4153,False
pythia-12b,combo_box,regress,A combo box is,8,4,often,6.427,0.4153,False
pythia-12b,combo_box,regress,A combo box is,9,0,not,7.744,0.5262,False
pythia-12b,combo_box,regress,A combo box is,9,1,often,7.218,0.5262,False
pythia-12b,combo_box,regress,A combo box is,9,2,used,7.175,0.5262,False
pythia-12b,combo_box,regress,A combo box is,9,3,generally,7.115,0.5262,False
pythia-12b,combo_box,regress,A combo box is,9,4,usually,6.936,0.5262,False
pythia-12b,combo_box,regress,A combo box is,10,0,not,7.768,0.3631,False
pythia-12b,combo_box,regress,A combo box is,10,1,often,7.405,0.3631,False
pythia-12b,combo_box,regress,A combo box is,10,2,generally,7.16,0.3631,False
pythia-12b,combo_box,regress,A combo box is,10,3,usually,6.992,0.3631,False
pythia-12b,combo_box,regress,A combo box is,10,4,used,6.914,0.3631,False
pythia-12b,combo_box,regress,A combo box is,11,0,not,8.524,0.4897,False
pythia-12b,combo_box,regress,A combo box is,11,1,often,8.035,0.4897,False
pythia-12b,combo_box,regress,A combo box is,11,2,used,7.946,0.4897,False
pythia-12b,combo_box,regress,A combo box is,11,3,generally,7.817,0.4897,False
pythia-12b,combo_box,regress,A combo box is,11,4,in,7.811,0.4897,False
pythia-12b,combo_box,regress,A combo box is,12,0,often,9.21,0.4297,False
pythia-12b,combo_box,regress,A combo box is,12,1,not,8.78,0.4297,False
pythia-12b,combo_box,regress,A combo box is,12,2,usually,8.774,0.4297,False
pythia-12b,combo_box,regress,A combo box is,12,3,generally,8.597,0.4297,False
pythia-12b,combo_box,regress,A combo box is,12,4,typically,8.377,0.4297,False
pythia-12b,combo_box,regress,A combo box is,13,0,not,8.462,0.1068,False
pythia-12b,combo_box,regress,A combo box is,13,1,often,8.355,0.1068,False
pythia-12b,combo_box,regress,A combo box is,13,2,in,8.33,0.1068,False
pythia-12b,combo_box,regress,A combo box is,13,3,generally,8.17,0.1068,False
pythia-12b,combo_box,regress,A combo box is,13,4,one,7.981,0.1068,False
pythia-12b,combo_box,regress,A combo box is,14,0,in,9.7,0.1586,False
pythia-12b,combo_box,regress,A combo box is,14,1,a,9.541,0.1586,False
pythia-12b,combo_box,regress,A combo box is,14,2,one,8.972,0.1586,False
pythia-12b,combo_box,regress,A combo box is,14,3,the,8.9,0.1586,False
pythia-12b,combo_box,regress,A combo box is,14,4,not,8.89,0.1586,False
pythia-12b,combo_box,regress,A combo box is,15,0,a,9.711,0.8174,True
pythia-12b,combo_box,regress,A combo box is,15,1,in,8.893,0.8174,True
pythia-12b,combo_box,regress,A combo box is,15,2,the,8.691,0.8174,True
pythia-12b,combo_box,regress,A combo box is,15,3,an,8.653,0.8174,True
pythia-12b,combo_box,regress,A combo box is,15,4,one,8.44,0.8174,True
pythia-12b,combo_box,regress,A combo box is,16,0,a,10.754,0.8327,True
pythia-12b,combo_box,regress,A combo box is,16,1,the,9.921,0.8327,True
pythia-12b,combo_box,regress,A combo box is,16,2,in,9.679,0.8327,True
pythia-12b,combo_box,regress,A combo box is,16,3,an,9.611,0.8327,True
pythia-12b,combo_box,regress,A combo box is,16,4,",",9.216,0.8327,True
pythia-12b,combo_box,regress,A combo box is,17,0,a,11.307,1.194,True
pythia-12b,combo_box,regress,A combo box is,17,1,in,10.113,1.194,True
pythia-12b,combo_box,regress,A combo box is,17,2,the,10.043,1.194,True
pythia-12b,combo_box,regress,A combo box is,17,3,an,10.034,1.194,True
pythia-12b,combo_box,regress,A combo box is,17,4,",",9.716,1.194,True
pythia-12b,combo_box,regress,A combo box is,18,0,a,11.856,1.2954,True
pythia-12b,combo_box,regress,A combo box is,18,1,an,10.56,1.2954,True
pythia-12b,combo_box,regress,A combo box is,18,2,the,10.046,1.2954,True
pythia-12b,combo_box,regress,A combo box is,18,3,in,9.869,1.2954,True
pythia-12b,combo_box,regress,A combo box is,18,4,",",9.614,1.2954,True
pythia-12b,combo_box,regress,A combo box is,19,0,a,11.751,1.2169,True
pythia-12b,combo_box,regress,A combo box is,19,1,an,10.534,1.2169,True
pythia-12b,combo_box,regress,A combo box is,19,2,the,9.774,1.2169,True
pythia-12b,combo_box,regress,A combo box is,19,3,in,9.359,1.2169,True
pythia-12b,combo_box,regress,A combo box is,19,4,",",9.106,1.2169,True
pythia-12b,combo_box,regress,A combo box is,20,0,a,13.405,1.2387,True
pythia-12b,combo_box,regress,A combo box is,20,1,an,12.167,1.2387,True
pythia-12b,combo_box,regress,A combo box is,20,2,the,11.16,1.2387,True
pythia-12b,combo_box,regress,A combo box is,20,3,one,10.277,1.2387,True
pythia-12b,combo_box,regress,A combo box is,20,4,in,10.182,1.2387,True
pythia-12b,combo_box,regress,A combo box is,21,0,a,14.336,1.5358,True
pythia-12b,combo_box,regress,A combo box is,21,1,an,12.8,1.5358,True
pythia-12b,combo_box,regress,A combo box is,21,2,the,11.739,1.5358,True
pythia-12b,combo_box,regress,A combo box is,21,3,one,11.071,1.5358,True
pythia-12b,combo_box,regress,A combo box is,21,4,in,11.057,1.5358,True
pythia-12b,combo_box,regress,A combo box is,22,0,a,14.728,1.4905,True
pythia-12b,combo_box,regress,A combo box is,22,1,an,13.238,1.4905,True
pythia-12b,combo_box,regress,A combo box is,22,2,the,11.561,1.4905,True
pythia-12b,combo_box,regress,A combo box is,22,3,one,11.237,1.4905,True
pythia-12b,combo_box,regress,A combo box is,22,4,in,10.359,1.4905,True
pythia-12b,combo_box,regress,A combo box is,23,0,a,14.768,1.4557,True
pythia-12b,combo_box,regress,A combo box is,23,1,an,13.312,1.4557,True
pythia-12b,combo_box,regress,A combo box is,23,2,the,11.308,1.4557,True
pythia-12b,combo_box,regress,A combo box is,23,3,one,11.113,1.4557,True
pythia-12b,combo_box,regress,A combo box is,23,4,used,9.852,1.4557,True
pythia-12b,combo_box,regress,A combo box is,24,0,a,15.655,1.5136,True
pythia-12b,combo_box,regress,A combo box is,24,1,an,14.141,1.5136,True
pythia-12b,combo_box,regress,A combo box is,24,2,one,11.748,1.5136,True
pythia-12b,combo_box,regress,A combo box is,24,3,the,11.59,1.5136,True
pythia-12b,combo_box,regress,A combo box is,24,4,used,10.53,1.5136,True
pythia-12b,combo_box,regress,A combo box is,25,0,a,16.023,1.3688,True
pythia-12b,combo_box,regress,A combo box is,25,1,an,14.654,1.3688,True
pythia-12b,combo_box,regress,A combo box is,25,2,one,11.756,1.3688,True
pythia-12b,combo_box,regress,A combo box is,25,3,the,11.68,1.3688,True
pythia-12b,combo_box,regress,A combo box is,25,4,used,11.19,1.3688,True
pythia-12b,combo_box,regress,A combo box is,26,0,a,16.902,1.6078,True
pythia-12b,combo_box,regress,A combo box is,26,1,an,15.294,1.6078,True
pythia-12b,combo_box,regress,A combo box is,26,2,one,12.329,1.6078,True
pythia-12b,combo_box,regress,A combo box is,26,3,the,12.197,1.6078,True
pythia-12b,combo_box,regress,A combo box is,26,4,used,11.948,1.6078,True
pythia-12b,combo_box,regress,A combo box is,27,0,a,17.159,1.5752,True
pythia-12b,combo_box,regress,A combo box is,27,1,an,15.583,1.5752,True
pythia-12b,combo_box,regress,A combo box is,27,2,one,12.53,1.5752,True
pythia-12b,combo_box,regress,A combo box is,27,3,used,12.038,1.5752,True
pythia-12b,combo_box,regress,A combo box is,27,4,the,11.892,1.5752,True
pythia-12b,combo_box,regress,A combo box is,28,0,a,17.394,1.7774,True
pythia-12b,combo_box,regress,A combo box is,28,1,an,15.616,1.7774,True
pythia-12b,combo_box,regress,A combo box is,28,2,one,12.676,1.7774,True
pythia-12b,combo_box,regress,A combo box is,28,3,used,12.545,1.7774,True
pythia-12b,combo_box,regress,A combo box is,28,4,the,11.788,1.7774,True
pythia-12b,combo_box,regress,A combo box is,29,0,a,18.312,1.9732,True
pythia-12b,combo_box,regress,A combo box is,29,1,an,16.339,1.9732,True
pythia-12b,combo_box,regress,A combo box is,29,2,one,13.778,1.9732,True
pythia-12b,combo_box,regress,A combo box is,29,3,used,13.025,1.9732,True
pythia-12b,combo_box,regress,A combo box is,29,4,the,12.368,1.9732,True
pythia-12b,combo_box,regress,A combo box is,30,0,a,18.791,2.0719,True
pythia-12b,combo_box,regress,A combo box is,30,1,an,16.72,2.0719,True
pythia-12b,combo_box,regress,A combo box is,30,2,one,14.33,2.0719,True
pythia-12b,combo_box,regress,A combo box is,30,3,used,13.16,2.0719,True
pythia-12b,combo_box,regress,A combo box is,30,4,the,12.664,2.0719,True
pythia-12b,combo_box,regress,A combo box is,31,0,a,19.263,2.2571,True
pythia-12b,combo_box,regress,A combo box is,31,1,an,17.006,2.2571,True
pythia-12b,combo_box,regress,A combo box is,31,2,one,14.709,2.2571,True
pythia-12b,combo_box,regress,A combo box is,31,3,used,13.613,2.2571,True
pythia-12b,combo_box,regress,A combo box is,31,4,the,13.329,2.2571,True
pythia-12b,combo_box,regress,A combo box is,32,0,a,19.122,2.6894,True
pythia-12b,combo_box,regress,A combo box is,32,1,an,16.433,2.6894,True
pythia-12b,combo_box,regress,A combo box is,32,2,one,14.537,2.6894,True
pythia-12b,combo_box,regress,A combo box is,32,3,the,13.658,2.6894,True
pythia-12b,combo_box,regress,A combo box is,32,4,used,13.658,2.6894,True
pythia-12b,combo_box,regress,A combo box is,33,0,a,18.777,2.1023,True
pythia-12b,combo_box,regress,A combo box is,33,1,an,16.675,2.1023,True
pythia-12b,combo_box,regress,A combo box is,33,2,one,14.881,2.1023,True
pythia-12b,combo_box,regress,A combo box is,33,3,the,13.944,2.1023,True
pythia-12b,combo_box,regress,A combo box is,33,4,used,13.69,2.1023,True
pythia-12b,combo_box,regress,A combo box is,34,0,a,16.991,2.15,True
pythia-12b,combo_box,regress,A combo box is,34,1,an,14.841,2.15,True
pythia-12b,combo_box,regress,A combo box is,34,2,one,13.425,2.15,True
pythia-12b,combo_box,regress,A combo box is,34,3,the,13.028,2.15,True
pythia-12b,combo_box,regress,A combo box is,34,4,used,12.768,2.15,True
pythia-12b,combo_box,regress,A combo box is,35,0,a,18.47,2.1035,True
pythia-12b,combo_box,regress,A combo box is,35,1,an,16.367,2.1035,True
pythia-12b,combo_box,regress,A combo box is,35,2,used,15.66,2.1035,True
pythia-12b,combo_box,regress,A combo box is,35,3,one,15.251,2.1035,True
pythia-12b,combo_box,regress,A combo box is,35,4,the,14.637,2.1035,True
pythia-12b,status_message,regress,A status message is,0,0,||,10.172,1.0777,False
pythia-12b,status_message,regress,A status message is,0,1,====================,9.094,1.0777,False
pythia-12b,status_message,regress,A status message is,0,2,======================,8.623,1.0777,False
pythia-12b,status_message,regress,A status message is,0,3,=====================,8.019,1.0777,False
pythia-12b,status_message,regress,A status message is,0,4,Simplify,7.751,1.0777,False
pythia-12b,status_message,regress,A status message is,1,0,||,9.837,1.2473,False
pythia-12b,status_message,regress,A status message is,1,1,======================,8.59,1.2473,False
pythia-12b,status_message,regress,A status message is,1,2,====================,8.462,1.2473,False
pythia-12b,status_message,regress,A status message is,1,3,Simplify,7.788,1.2473,False
pythia-12b,status_message,regress,A status message is,1,4,Decided,7.762,1.2473,False
pythia-12b,status_message,regress,A status message is,2,0,||,9.268,0.4799,False
pythia-12b,status_message,regress,A status message is,2,1,======================,8.788,0.4799,False
pythia-12b,status_message,regress,A status message is,2,2,====================,7.865,0.4799,False
pythia-12b,status_message,regress,A status message is,2,3,Decided,7.834,0.4799,False
pythia-12b,status_message,regress,A status message is,2,4,--------------------------------------------------,7.531,0.4799,False
pythia-12b,status_message,regress,A status message is,3,0,======================,8.946,0.8787,False
pythia-12b,status_message,regress,A status message is,3,1,||,8.067,0.8787,False
pythia-12b,status_message,regress,A status message is,3,2,Simplify,7.743,0.8787,False
pythia-12b,status_message,regress,A status message is,3,3,====================,7.29,0.8787,False
pythia-12b,status_message,regress,A status message is,3,4,A,7.272,0.8787,False
pythia-12b,status_message,regress,A status message is,4,0,======================,8.627,1.1804,False
pythia-12b,status_message,regress,A status message is,4,1,Simplify,7.447,1.1804,False
pythia-12b,status_message,regress,A status message is,4,2,ek,7.376,1.1804,False
pythia-12b,status_message,regress,A status message is,4,3,||,7.124,1.1804,False
pythia-12b,status_message,regress,A status message is,4,4,====================,6.907,1.1804,False
pythia-12b,status_message,regress,A status message is,5,0,======================,8.705,0.8462,False
pythia-12b,status_message,regress,A status message is,5,1,Simplify,7.859,0.8462,False
pythia-12b,status_message,regress,A status message is,5,2,ek,7.293,0.8462,False
pythia-12b,status_message,regress,A status message is,5,3,=========================,7.137,0.8462,False
pythia-12b,status_message,regress,A status message is,5,4,====================,6.752,0.8462,False
pythia-12b,status_message,regress,A status message is,6,0,======================,7.9,0.6989,False
pythia-12b,status_message,regress,A status message is,6,1,=========================,7.201,0.6989,False
pythia-12b,status_message,regress,A status message is,6,2,ek,7.125,0.6989,False
pythia-12b,status_message,regress,A status message is,6,3,now,7.045,0.6989,False
pythia-12b,status_message,regress,A status message is,6,4,Simplify,6.914,0.6989,False
pythia-12b,status_message,regress,A status message is,7,0,not,7.453,0.0065,False
pythia-12b,status_message,regress,A status message is,7,1,to,7.447,0.0065,False
pythia-12b,status_message,regress,A status message is,7,2,now,7.413,0.0065,False
pythia-12b,status_message,regress,A status message is,7,3,thus,7.23,0.0065,False
pythia-12b,status_message,regress,A status message is,7,4,used,7.194,0.0065,False
pythia-12b,status_message,regress,A status message is,8,0,not,7.665,0.2271,False
pythia-12b,status_message,regress,A status message is,8,1,usually,7.438,0.2271,False
pythia-12b,status_message,regress,A status message is,8,2,now,7.398,0.2271,False
pythia-12b,status_message,regress,A status message is,8,3,often,7.12,0.2271,False
pythia-12b,status_message,regress,A status message is,8,4,always,6.936,0.2271,False
pythia-12b,status_message,regress,A status message is,9,0,not,8.616,0.5891,False
pythia-12b,status_message,regress,A status message is,9,1,usually,8.027,0.5891,False
pythia-12b,status_message,regress,A status message is,9,2,often,8.008,0.5891,False
pythia-12b,status_message,regress,A status message is,9,3,now,7.721,0.5891,False
pythia-12b,status_message,regress,A status message is,9,4,generally,7.297,0.5891,False
pythia-12b,status_message,regress,A status message is,10,0,not,8.187,0.2173,False
pythia-12b,status_message,regress,A status message is,10,1,often,7.97,0.2173,False
pythia-12b,status_message,regress,A status message is,10,2,usually,7.81,0.2173,False
pythia-12b,status_message,regress,A status message is,10,3,generally,7.307,0.2173,False
pythia-12b,status_message,regress,A status message is,10,4,always,6.988,0.2173,False
pythia-12b,status_message,regress,A status message is,11,0,not,8.72,0.1453,False
pythia-12b,status_message,regress,A status message is,11,1,often,8.575,0.1453,False
pythia-12b,status_message,regress,A status message is,11,2,usually,8.275,0.1453,False
pythia-12b,status_message,regress,A status message is,11,3,typically,7.813,0.1453,False
pythia-12b,status_message,regress,A status message is,11,4,generally,7.802,0.1453,False
pythia-12b,status_message,regress,A status message is,12,0,not,9.397,0.1295,False
pythia-12b,status_message,regress,A status message is,12,1,often,9.268,0.1295,False
pythia-12b,status_message,regress,A status message is,12,2,usually,8.962,0.1295,False
pythia-12b,status_message,regress,A status message is,12,3,generally,8.723,0.1295,False
pythia-12b,status_message,regress,A status message is,12,4,also,8.517,0.1295,False
pythia-12b,status_message,regress,A status message is,13,0,not,9.108,0.699,False
pythia-12b,status_message,regress,A status message is,13,1,often,8.409,0.699,False
pythia-12b,status_message,regress,A status message is,13,2,also,8.266,0.699,False
pythia-12b,status_message,regress,A status message is,13,3,in,8.033,0.699,False
pythia-12b,status_message,regress,A status message is,13,4,usually,7.735,0.699,False
pythia-12b,status_message,regress,A status message is,14,0,not,9.216,0.1519,False
pythia-12b,status_message,regress,A status message is,14,1,in,9.064,0.1519,False
pythia-12b,status_message,regress,A status message is,14,2,also,8.831,0.1519,False
pythia-12b,status_message,regress,A status message is,14,3,often,8.411,0.1519,False
pythia-12b,status_message,regress,A status message is,14,4,a,8.338,0.1519,False
pythia-12b,status_message,regress,A status message is,15,0,in,8.561,0.0945,False
pythia-12b,status_message,regress,A status message is,15,1,not,8.467,0.0945,False
pythia-12b,status_message,regress,A status message is,15,2,a,8.343,0.0945,False
pythia-12b,status_message,regress,A status message is,15,3,also,8.27,0.0945,False
pythia-12b,status_message,regress,A status message is,15,4,,7.936,0.0945,False
pythia-12b,status_message,regress,A status message is,16,0,a,9.323,0.1262,True
pythia-12b,status_message,regress,A status message is,16,1,in,9.197,0.1262,True
pythia-12b,status_message,regress,A status message is,16,2,not,9.025,0.1262,True
pythia-12b,status_message,regress,A status message is,16,3,the,8.997,0.1262,True
pythia-12b,status_message,regress,A status message is,16,4,,8.413,0.1262,True
pythia-12b,status_message,regress,A status message is,17,0,a,9.943,0.2588,True
pythia-12b,status_message,regress,A status message is,17,1,in,9.684,0.2588,True
pythia-12b,status_message,regress,A status message is,17,2,not,9.437,0.2588,True
pythia-12b,status_message,regress,A status message is,17,3,the,9.412,0.2588,True
pythia-12b,status_message,regress,A status message is,17,4,",",8.851,0.2588,True
pythia-12b,status_message,regress,A status message is,18,0,a,10.839,0.9935,True
pythia-12b,status_message,regress,A status message is,18,1,in,9.845,0.9935,True
pythia-12b,status_message,regress,A status message is,18,2,the,9.717,0.9935,True
pythia-12b,status_message,regress,A status message is,18,3,an,9.575,0.9935,True
pythia-12b,status_message,regress,A status message is,18,4,not,9.572,0.9935,True
pythia-12b,status_message,regress,A status message is,19,0,a,10.944,1.2174,True
pythia-12b,status_message,regress,A status message is,19,1,an,9.726,1.2174,True
pythia-12b,status_message,regress,A status message is,19,2,the,9.664,1.2174,True
pythia-12b,status_message,regress,A status message is,19,3,in,9.461,1.2174,True
pythia-12b,status_message,regress,A status message is,19,4,not,8.908,1.2174,True
pythia-12b,status_message,regress,A status message is,20,0,a,12.124,1.3064,True
pythia-12b,status_message,regress,A status message is,20,1,an,10.818,1.3064,True
pythia-12b,status_message,regress,A status message is,20,2,the,10.734,1.3064,True
pythia-12b,status_message,regress,A status message is,20,3,in,9.915,1.3064,True
pythia-12b,status_message,regress,A status message is,20,4,",",9.614,1.3064,True
pythia-12b,status_message,regress,A status message is,21,0,a,12.774,1.6254,True
pythia-12b,status_message,regress,A status message is,21,1,an,11.149,1.6254,True
pythia-12b,status_message,regress,A status message is,21,2,the,11.075,1.6254,True
pythia-12b,status_message,regress,A status message is,21,3,in,10.183,1.6254,True
pythia-12b,status_message,regress,A status message is,21,4,",",9.815,1.6254,True
pythia-12b,status_message,regress,A status message is,22,0,a,13.406,1.4858,True
pythia-12b,status_message,regress,A status message is,22,1,an,11.92,1.4858,True
pythia-12b,status_message,regress,A status message is,22,2,the,11.147,1.4858,True
pythia-12b,status_message,regress,A status message is,22,3,in,10.169,1.4858,True
pythia-12b,status_message,regress,A status message is,22,4,one,9.751,1.4858,True
pythia-12b,status_message,regress,A status message is,23,0,a,13.461,1.3398,True
pythia-12b,status_message,regress,A status message is,23,1,an,12.121,1.3398,True
pythia-12b,status_message,regress,A status message is,23,2,the,10.938,1.3398,True
pythia-12b,status_message,regress,A status message is,23,3,one,9.677,1.3398,True
pythia-12b,status_message,regress,A status message is,23,4,in,9.404,1.3398,True
pythia-12b,status_message,regress,A status message is,24,0,a,14.198,1.3838,True
pythia-12b,status_message,regress,A status message is,24,1,an,12.814,1.3838,True
pythia-12b,status_message,regress,A status message is,24,2,the,11.495,1.3838,True
pythia-12b,status_message,regress,A status message is,24,3,one,10.307,1.3838,True
pythia-12b,status_message,regress,A status message is,24,4,usually,9.751,1.3838,True
pythia-12b,status_message,regress,A status message is,25,0,a,14.339,1.23,True
pythia-12b,status_message,regress,A status message is,25,1,an,13.109,1.23,True
pythia-12b,status_message,regress,A status message is,25,2,the,11.384,1.23,True
pythia-12b,status_message,regress,A status message is,25,3,one,10.006,1.23,True
pythia-12b,status_message,regress,A status message is,25,4,not,9.818,1.23,True
pythia-12b,status_message,regress,A status message is,26,0,a,15.119,1.5184,True
pythia-12b,status_message,regress,A status message is,26,1,an,13.6,1.5184,True
pythia-12b,status_message,regress,A status message is,26,2,the,11.854,1.5184,True
pythia-12b,status_message,regress,A status message is,26,3,one,10.654,1.5184,True
pythia-12b,status_message,regress,A status message is,26,4,displayed,10.302,1.5184,True
pythia-12b,status_message,regress,A status message is,27,0,a,15.233,1.3267,True
pythia-12b,status_message,regress,A status message is,27,1,an,13.907,1.3267,True
pythia-12b,status_message,regress,A status message is,27,2,the,11.941,1.3267,True
pythia-12b,status_message,regress,A status message is,27,3,one,10.869,1.3267,True
pythia-12b,status_message,regress,A status message is,27,4,any,10.836,1.3267,True
pythia-12b,status_message,regress,A status message is,28,0,a,15.245,1.3826,True
pythia-12b,status_message,regress,A status message is,28,1,an,13.863,1.3826,True
pythia-12b,status_message,regress,A status message is,28,2,the,11.788,1.3826,True
pythia-12b,status_message,regress,A status message is,28,3,one,11.133,1.3826,True
pythia-12b,status_message,regress,A status message is,28,4,displayed,11.057,1.3826,True
pythia-12b,status_message,regress,A status message is,29,0,a,16.087,1.7201,True
pythia-12b,status_message,regress,A status message is,29,1,an,14.366,1.7201,True
pythia-12b,status_message,regress,A status message is,29,2,the,12.23,1.7201,True
pythia-12b,status_message,regress,A status message is,29,3,one,11.921,1.7201,True
pythia-12b,status_message,regress,A status message is,29,4,sent,11.493,1.7201,True
pythia-12b,status_message,regress,A status message is,30,0,a,16.465,1.602,True
pythia-12b,status_message,regress,A status message is,30,1,an,14.863,1.602,True
pythia-12b,status_message,regress,A status message is,30,2,the,12.573,1.602,True
pythia-12b,status_message,regress,A status message is,30,3,one,12.073,1.602,True
pythia-12b,status_message,regress,A status message is,30,4,sent,12.043,1.602,True
pythia-12b,status_message,regress,A status message is,31,0,a,16.981,1.6158,True
pythia-12b,status_message,regress,A status message is,31,1,an,15.365,1.6158,True
pythia-12b,status_message,regress,A status message is,31,2,the,13.235,1.6158,True
