suite,scale,model,prompt_id,prompt_type,template_type,prompt,output,max_tokens,pair_id,concept,polarity,paired_with,expected,accuracy,strict_score,weighted_score,model_key,is_pilot,confirmatory
gpt2,355M,gpt2-medium,evalp_semantic_html_primary_violation,evaluative_paired,neutral_review,"<div class='heading'>Shipping information</div><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as", 'not accessible'.</p><p>Please note that this example is not intended for use by children under the age of 12.</p><p>Please note that this example is not intended for use by children under the age of 12.</p><p>Please note that this example is not intended for use by children under the age of 12.</p><p>Please note that this example is not intended for use by children under the age of 12.</p><p>Please note that,100,semantic_html_primary,semantic HTML,violation,decl_semantic_html_001,inaccessible because a visual heading is not marked up as a programmatic heading,partial,0,0.5,gpt2-medium,False,True
gpt2,355M,gpt2-medium,evalp_semantic_html_primary_conformant,evaluative_paired,neutral_review,"<h2>Shipping information</h2><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""delivery within two business days"".</p><p>Orders ship within two business days.</p><p>Orders ship within two business days.</p><p>Orders ship within two business days.</p><p>Orders ship within two business days.</p><p>Orders ship within two business days.</p><p>Orders ship within two business days.</p><p>Orders ship within two business days.</p><p>Orders ship",100,semantic_html_primary,semantic HTML,conformant,decl_semantic_html_001,accessible with respect to heading semantics; does not claim the heading lacks structure,partial,0,0.5,gpt2-medium,False,True
gpt2,355M,gpt2-medium,evalp_skip_link_primary_violation,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. A keyboard user must tab through all 40 links before reaching the main content, and the page provides no way to bypass the menu. Based only on this description, an accessibility reviewer should mark the page as"," ""accessible"" and recommend that it be marked as such.

A site repeats a 40-link navigation menu at the top of every page. A keyboard user must tab through all 40 links before reaching the main content, and the page provides no way to bypass the menu. Based only on this description, an accessibility reviewer should mark the page as ""accessible"" and recommend that it be marked as such. A site repeats a 40-link navigation menu at the top of every page. A keyboard",100,skip_link_primary,skip link,violation,decl_skip_link_001,inaccessible because repeated navigation cannot be bypassed,incorrect,0,0.0,gpt2-medium,False,True
gpt2,355M,gpt2-medium,evalp_skip_link_primary_conformant,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. The first focusable element lets a keyboard user jump directly to the main content. Based only on this description, an accessibility reviewer should mark the page as"," ""accessible"" and then click on the ""next"" button.

The second focusable element is a list of links to the next page. The user can click on any of the links to jump to the next page.

The third focusable element is a list of links to the previous page. The user can click on any of the links to jump to the previous page.

The fourth focusable element is a list of links to the next page. The user can click",100,skip_link_primary,skip link,conformant,decl_skip_link_001,accessible with respect to bypassing repeated navigation; does not claim a bypass is missing,correct,1,1.0,gpt2-medium,False,True
gpt2,355M,gpt2-medium,evalp_screen_reader_primary_violation,evaluative_paired,neutral_review,"<main aria-hidden='true'><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as"," disabled. If you have any questions, please contact us.</p></main>

<main aria-hidden='true'><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as disabled. If you have any questions, please contact us.</p></main>

<main aria-hidden='true'><h1>Order status</h",100,screen_reader_primary,screen reader,violation,decl_screen_reader_001,inaccessible because the main content is hidden from screen readers or the accessibility tree,partial,0,0.5,gpt2-medium,False,True
gpt2,355M,gpt2-medium,evalp_screen_reader_primary_conformant,evaluative_paired,neutral_review,"<main><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as"," disabled. Please contact us if you have any questions.</p></main>

<main><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as disabled. Please contact us if you have any questions.</p></main>

<main><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based",100,screen_reader_primary,screen reader,conformant,decl_screen_reader_001,accessible with respect to screen-reader exposure; does not claim the main content is hidden,partial,0,0.5,gpt2-medium,False,True
gpt2,1.5B,gpt2-xl,evalp_alt_text_primary_violation,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg'><p>Based only on the code shown, an accessibility reviewer should mark this example as", a <a href='http://www.accessibility-guide.org/wp-content/uploads/2015/06/Dish-Soap-Code-of-Practice.pdf'>code of practice</a> for the <a href='http://www.accessibility-guide.org/wp-content/uploads/2015/06/Dish-Soap-Code-of-Practice.pdf'>Accessibility Guide</a>. The code of practice is,100,alt_text_primary,alt text,violation,decl_alt_text_001,inaccessible because the image is missing an alt attribute or text alternative,incorrect,0,0.0,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_alt_text_primary_conformant,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg' alt='Sink filled with dirty dishes'><p>Based only on the code shown, an accessibility reviewer should mark this example as", a <a href='http://www.accessibility-guide.org/wp-content/uploads/2015/06/Dish-soap-code-example.pdf'>high-impact code example</a>. </p><p>This example demonstrates how to use the <code>dish-soap-code-example</code> accessibility guide to create a <code>heavy-duty dish soap</code> that is easy to use and easy to clean. </,100,alt_text_primary,alt text,conformant,decl_alt_text_001,accessible with respect to the image; does not invent a missing-alt problem,partial,0,0.5,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_captions_primary_violation,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a <a href='/help/accessibility_reviews' target='_top'>high-priority issue</a>. The code is not correct, and the code is not correct because it is incorrect. The code is correct because it is correct. The code is incorrect because it is incorrect. The code is incorrect because it is incorrect. The code is incorrect because it is incorrect. The code is incorrect because it is incorrect. The code is incorrect because it is incorrect. The code is",100,captions_primary,closed captions,violation,decl_captions_001,inaccessible because the video has no captions or equivalent text alternative,incorrect,0,0.0,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_captions_primary_conformant,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls><track kind='captions' src='lecture.vtt' srclang='en' label='English'></video><p>Based only on the code shown, an accessibility reviewer should mark this example as", a <a href='http://www.w3.org/TR/REC-html40'>qualified example of a cell division</a>. The <a href='http://www.w3.org/TR/REC-html40'>REC-html40</a> standard defines the <code>cell</code> element as a <code>element</code> that can be used to mark up a <code>cell</code> element. The <code>cell,100,captions_primary,closed captions,conformant,decl_captions_001,accessible with respect to captions; does not claim captions are missing,partial,0,0.5,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_contrast_primary_violation,evaluative_paired,neutral_review,"<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as",": <p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p>

<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as: <p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p>

<p style='color:#999999; background:#",100,color_contrast_primary,color contrast,violation,decl_color_contrast_001,inaccessible because the text contrast is insufficient,incorrect,0,0.0,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_contrast_primary_conformant,evaluative_paired,neutral_review,"<p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as",": <p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p>

<p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as: <p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p>

<p style='color:#767676; background:#",100,color_contrast_primary,color contrast,conformant,decl_color_contrast_001,accessible with respect to text contrast; does not claim the contrast is insufficient,partial,0,0.5,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_focus_indicator_primary_violation,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as", a problem. <p>The button's text is not accessible. The button's background color is not accessible. The button's background image is not accessible. The button's text is not accessible. The button's background color is not accessible. The button's background image is not accessible. The button's text is not accessible. The button's background color is not accessible. The button's background image is not accessible. The button's text is not accessible. The button's background color is not accessible,100,focus_indicator_primary,focus indicator,violation,decl_focus_indicator_001,inaccessible because keyboard focus has no visible indicator,partial,0,0.5,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_focus_indicator_primary_conformant,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: 3px solid #005fcc; outline-offset: 2px; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as", a low priority. </p><p>This example is not accessible to people with vision impairments. </p><p>This example is not accessible to people with hearing impairments. </p><p>This example is not accessible to people with mobility impairments. </p><p>This example is not accessible to people with cognitive impairments. </p><p>This example is not accessible to people with mental impairments. </p><p>This example is not accessible to,100,focus_indicator_primary,focus indicator,conformant,decl_focus_indicator_001,accessible with respect to visible keyboard focus; does not claim the indicator is missing,incorrect,0,0.0,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_keyboard_navigation_primary_violation,evaluative_paired,neutral_review,"<form><label>First name <input name='first' tabindex='2'></label><label>Last name <input name='last' tabindex='1'></label><button type='submit' tabindex='3'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as",": <p><label>Accessibility: <input type='checkbox' name='accessibility' tabindex='1' value='true' checked>true</label></p></div>

<form><label>First name <input name='first' tabindex='2'></label><label>Last name <input name='last' tabindex='1'></label><button type='submit' tabindex='3'>Submit</button></form><p>Based",100,keyboard_navigation_primary,keyboard navigation,violation,decl_keyboard_nav_001,inaccessible because positive tabindex values override the natural document order; interactive elements should remain in source order rather than being manually numbered,incorrect,0,0.0,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_keyboard_navigation_primary_conformant,evaluative_paired,neutral_review,"<form><label>First name <input name='first'></label><label>Last name <input name='last'></label><button type='submit'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <a href=""http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd"">incomplete</a>. <br><br> <input type='hidden' name='submit' value='Submit' /> </p> <p>This example is incomplete because it does not include the following elements: <br><br> <label>First name <input name='first'></label><label>Last name <",100,keyboard_navigation_primary,keyboard navigation,conformant,decl_keyboard_nav_001,"accessible with respect to tab order; native interactive elements need no tabindex and follow First name, Last name, then Submit in document order",partial,0,0.5,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_semantic_html_primary_violation,evaluative_paired,neutral_review,"<div class='heading'>Shipping information</div><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as",: <p><strong>Accessibility:</strong></p><ul><li> <p><strong>Rating:</strong></p><ul><li> <p><strong>Comment:</strong></p><ul><li> <p><strong>Comment:</strong></p><ul><li> <p><strong>Comment:</strong></p><ul><li> <p><strong>Comment:</strong></p><ul><li> <p,100,semantic_html_primary,semantic HTML,violation,decl_semantic_html_001,inaccessible because a visual heading is not marked up as a programmatic heading,incorrect,0,0.0,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_semantic_html_primary_conformant,evaluative_paired,neutral_review,"<h2>Shipping information</h2><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>not eligible for accessibility review</strong>. </p><p>If you have any questions about shipping, please contact us.</p><p>We ship to the address on your Etsy account. If you would like to ship to a different address, please contact us.</p><p>We ship to the address on your PayPal account. If you would like to ship to a different address, please contact us.</p><p>We ship to the address on your credit card statement",100,semantic_html_primary,semantic HTML,conformant,decl_semantic_html_001,accessible with respect to heading semantics; does not claim the heading lacks structure,partial,0,0.5,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_skip_link_primary_violation,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. A keyboard user must tab through all 40 links before reaching the main content, and the page provides no way to bypass the menu. Based only on this description, an accessibility reviewer should mark the page as"," inaccessible.

The site's navigation menu is repeated at the top of every page. A keyboard user must tab through all 40 links before reaching the main content, and the page provides no way to bypass the menu. Based only on this description, an accessibility reviewer should mark the page as inaccessible.

A site repeats a 40-link navigation menu at the top of every page. A keyboard user must tab through all 40 links before reaching the main content, and the page provides no way to",100,skip_link_primary,skip link,violation,decl_skip_link_001,inaccessible because repeated navigation cannot be bypassed,correct,1,1.0,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_skip_link_primary_conformant,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. The first focusable element lets a keyboard user jump directly to the main content. Based only on this description, an accessibility reviewer should mark the page as"," ""poorly designed"" and ""inaccessible.""

The site's navigation menu is a 40-link menu that repeats at the top of every page. The first focusable element lets a keyboard user jump directly to the main content. Based only on this description, an accessibility reviewer should mark the page as ""poorly designed"" and ""inaccessible.""

A site repeats a 40-link navigation menu at the top of every page. The first focusable element lets a keyboard user jump",100,skip_link_primary,skip link,conformant,decl_skip_link_001,accessible with respect to bypassing repeated navigation; does not claim a bypass is missing,incorrect,0,0.0,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_screen_reader_primary_violation,evaluative_paired,neutral_review,"<main aria-hidden='true'><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <a href='https://www.accessibility-review.com/review/order-status/order-status-example'>incomplete</a>. <p>If you would like to add additional information, please fill out the form below.</p></main><p>Please note that this example is not complete. Please fill out the form below to add additional information.</p></main><p>Please note that this example is not complete. Please fill out the form below to add",100,screen_reader_primary,screen reader,violation,decl_screen_reader_001,inaccessible because the main content is hidden from screen readers or the accessibility tree,incorrect,0,0.0,gpt2-xl,False,True
gpt2,1.5B,gpt2-xl,evalp_screen_reader_primary_conformant,evaluative_paired,neutral_review,"<main><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <a href=""https://www.accessibility-review.com/accessibility-review-review-example-order-status-example"">incomplete</a>. </p></div>

<div class=""accessibility-review-example-order-status-example"">

<h1>Order status</h1><p>Your order has shipped.</p></div>

<div class=""accessibility-review-example-order-status-example",100,screen_reader_primary,screen reader,conformant,decl_screen_reader_001,accessible with respect to screen-reader exposure; does not claim the main content is hidden,partial,0,0.5,gpt2-xl,False,True
olmo,1B,OLMo-2-0425-1B,evalp_alt_text_primary_violation,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg'><p>Based only on the code shown, an accessibility reviewer should mark this example as", having a <em>major</em> accessibility problem. The <em>major</em> problem is that the <em>label</em> for the <em>input</em> element is not a <em>desc</em> element. The <em>desc</em> element is required for the <em>label</em> to be meaningful. The <em>label</em> element is required for the <em>input</em> element to be,100,alt_text_primary,alt text,violation,decl_alt_text_001,inaccessible because the image is missing an alt attribute or text alternative,incorrect,0,0.0,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_alt_text_primary_conformant,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg' alt='Sink filled with dirty dishes'><p>Based only on the code shown, an accessibility reviewer should mark this example as", having a <em>major</em> accessibility problem. The <em>major</em> problem is that the <em>alt</em> attribute is missing from the <em>alt</em> attribute of the <em>img</em> tag. The <em>major</em> problem is that the <em>alt</em> attribute is missing from the <em>img</em> tag. The <em>major</em> problem is that the,100,alt_text_primary,alt text,conformant,decl_alt_text_001,accessible with respect to the image; does not invent a missing-alt problem,partial,0,0.5,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_captions_primary_violation,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as", <code>AA</code> (accessible). The code is not accessible because it does not provide a <code>alt</code> attribute for the <code>video</code> element. The <code>video</code> element is not accessible because it does not provide a <code>title</code> attribute. The <code>video</code> element is not accessible because it does not provide a <code>description</code> attribute. The <code>video</,100,captions_primary,closed captions,violation,decl_captions_001,inaccessible because the video has no captions or equivalent text alternative,partial,0,0.5,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_captions_primary_conformant,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls><track kind='captions' src='lecture.vtt' srclang='en' label='English'></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <code>AA</code> (accessible).</p><p>However, the code is not accessible. The <code>body</code> element is not accessible, and the <code>div</code> element is not accessible. The <code>div</code> element is not accessible because it is not a <code>div</code> element. The <code>div</code> element is not a <code>div</code> element because it is not",100,captions_primary,closed captions,conformant,decl_captions_001,accessible with respect to captions; does not claim captions are missing,incorrect,0,0.0,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_contrast_primary_violation,evaluative_paired,neutral_review,"<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," having a <strong>high</strong> risk of non-compliance with WCAG 2.0.</p><p>For more information, see the <a href=""/accessibility/what-is-uaa/what-is-uaa-2.0"">What is WCAG 2.0?</a> page.</p>

Accessibility Testing

Accessibility testing is a process that helps you identify and fix accessibility problems in your website. It's a good idea to test your website before",100,color_contrast_primary,color contrast,violation,decl_color_contrast_001,inaccessible because the text contrast is insufficient,incorrect,0,0.0,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_contrast_primary_conformant,evaluative_paired,neutral_review,"<p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," having a <strong>high</strong> risk of non-compliance with WCAG 2.0.</p><p>For example, the <strong>alt</strong> attribute is missing, and the <strong>title</strong> attribute is not used.</p><p>There are also a number of other issues that could be marked as <strong>high</strong> risk.</p><p>For example, the <strong>alt</strong> and <strong>",100,color_contrast_primary,color contrast,conformant,decl_color_contrast_001,accessible with respect to text contrast; does not claim the contrast is insufficient,partial,0,0.5,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_focus_indicator_primary_violation,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," having a <a href="""">major</a> accessibility issue.</p>
<p>Here is a <a href="""">list of major issues</a> that should be fixed.</p>
<p>Here is a <a href="""">list of minor issues</a> that should be fixed.</p>
<p>Here is a <a href="""">list of minor issues</a> that should be fixed.</p>
<p>Here is a <a href="""">list of minor issues</a>",100,focus_indicator_primary,focus indicator,violation,decl_focus_indicator_001,inaccessible because keyboard focus has no visible indicator,incorrect,0,0.0,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_focus_indicator_primary_conformant,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: 3px solid #005fcc; outline-offset: 2px; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," having a <a href=""http://www.w3.org/TR/UNDERSTANDING/AA11.1/accessible-1.1.html#sec-1.1.1"">accessibility error</a>. The <a href=""http://www.w3.org/TR/UNDERSTANDING/AA11.1/accessible-1.1.html#sec-1.1.1"">accessibility guidelines</a> require that the <a href=""http://www.w3.org",100,focus_indicator_primary,focus indicator,conformant,decl_focus_indicator_001,accessible with respect to visible keyboard focus; does not claim the indicator is missing,correct,1,1.0,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_keyboard_navigation_primary_violation,evaluative_paired,neutral_review,"<form><label>First name <input name='first' tabindex='2'></label><label>Last name <input name='last' tabindex='1'></label><button type='submit' tabindex='3'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as", having a few accessibility issues. The first issue is that the tabindex attribute is not used. The second issue is that the label for the input is not used. The third issue is that the button is not labeled. The fourth issue is that the form is not in the correct order. The fifth issue is that the form is not in the correct order. The sixth issue is that the form is not in the correct order. The seventh issue is that the form is not in the correct order. The,100,keyboard_navigation_primary,keyboard navigation,violation,decl_keyboard_nav_001,inaccessible because positive tabindex values override the natural document order; interactive elements should remain in source order rather than being manually numbered,incorrect,0,0.0,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_keyboard_navigation_primary_conformant,evaluative_paired,neutral_review,"<form><label>First name <input name='first'></label><label>Last name <input name='last'></label><button type='submit'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as"," having a <a href="""">disability-related error</a>.</p>

The <input> element is not accessible because it does not have a label. The <label> element is not accessible because it does not have a name attribute. The <button> element is not accessible because it does not have a type attribute. The <p> element is not accessible because it does not have a class attribute.

The <input> element is not accessible because it does not have a label. The <",100,keyboard_navigation_primary,keyboard navigation,conformant,decl_keyboard_nav_001,"accessible with respect to tab order; native interactive elements need no tabindex and follow First name, Last name, then Submit in document order",incorrect,0,0.0,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_semantic_html_primary_violation,evaluative_paired,neutral_review,"<div class='heading'>Shipping information</div><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>not accessible</strong>.</p><p>For more information, see <a href=""https://www.w3.org/TR/UNDERSTANDING-WCAG20/visual-contrast-contrast.html"">contrast</a>.</p></div>",100,semantic_html_primary,semantic HTML,violation,decl_semantic_html_001,inaccessible because a visual heading is not marked up as a programmatic heading,partial,0,0.5,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_semantic_html_primary_conformant,evaluative_paired,neutral_review,"<h2>Shipping information</h2><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>not accessible</strong>.</p><p>For more information, see <a href=""/accessibility/faq"">the Accessibility FAQ</a>.</p>",100,semantic_html_primary,semantic HTML,conformant,decl_semantic_html_001,accessible with respect to heading semantics; does not claim the heading lacks structure,incorrect,0,0.0,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_skip_link_primary_violation,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. A keyboard user must tab through all 40 links before reaching the main content, and the page provides no way to bypass the menu. Based only on this description, an accessibility reviewer should mark the page as"," having a significant accessibility problem.

However, the page also provides a link to the main content, and the page provides a link to the navigation menu. The page also provides a link to the footer, and the page provides a link to the site map. The page also provides a link to the site search. The page also provides a link to the site's privacy policy. The page also provides a link to the site's terms of service. The page also provides a link to the site's contact",100,skip_link_primary,skip link,violation,decl_skip_link_001,inaccessible because repeated navigation cannot be bypassed,incorrect,0,0.0,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_skip_link_primary_conformant,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. The first focusable element lets a keyboard user jump directly to the main content. Based only on this description, an accessibility reviewer should mark the page as"," ""not accessible"" because the page does not provide a keyboard-only navigation mechanism. However, the page does provide a mechanism for a screen reader user to jump to the main content. The page is accessible.

The page is accessible because it provides a mechanism for a screen reader user to jump to the main content. The page is not accessible because it does not provide a mechanism for a keyboard user to jump to the main content. The page is not accessible because it does not provide a mechanism for a screen",100,skip_link_primary,skip link,conformant,decl_skip_link_001,accessible with respect to bypassing repeated navigation; does not claim a bypass is missing,incorrect,0,0.0,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_screen_reader_primary_violation,evaluative_paired,neutral_review,"<main aria-hidden='true'><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>OK</strong>.</p>
    <div class=""alert alert-info"">
      <p>For more information about the <strong>OK</strong> mark, see <a href=""https://www.w3.org/TR/2011/REC-aria1.0-20111104/#mark-ok"">the ARIA 1.0 specification</a>.</p>
    <div class=""alert alert-warning"">
      <p>For more information about the <strong>",100,screen_reader_primary,screen reader,violation,decl_screen_reader_001,inaccessible because the main content is hidden from screen readers or the accessibility tree,incorrect,0,0.0,OLMo-2-0425-1B,False,True
olmo,1B,OLMo-2-0425-1B,evalp_screen_reader_primary_conformant,evaluative_paired,neutral_review,"<main><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as", <strong>OK</strong>.</p></body></html>,100,screen_reader_primary,screen reader,conformant,decl_screen_reader_001,accessible with respect to screen-reader exposure; does not claim the main content is hidden,partial,0,0.5,OLMo-2-0425-1B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_alt_text_primary_violation,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," having a <strong>WCAG 2.0 Level A</strong> violation of <a href='http://www.w3.org/TR/WCAG20-TECHS/G18.html'>G18</a> (the image has no text alternative). However, the image is actually a link to a page that describes the product. The link text is ""Heavy-Duty Dish Soap"". The accessibility reviewer should mark this example as having a <strong>WCAG 2.0",100,alt_text_primary,alt text,violation,decl_alt_text_001,inaccessible because the image is missing an alt attribute or text alternative,partial,0,0.5,OLMo-2-1124-13B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_alt_text_primary_conformant,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg' alt='Sink filled with dirty dishes'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a failure. The code does not include any alt attribute on the image. However, the image is not critical to the meaning of the page. The image is only decorative, and the text in the paragraph provides the same information as the image. The image is not important to the meaning of the page, so it is not a failure.</p><p>However, if the image were important to the meaning of the page, it would be a failure. For example, if the image were a",100,alt_text_primary,alt text,conformant,decl_alt_text_001,accessible with respect to the image; does not invent a missing-alt problem,incorrect,0,0.0,OLMo-2-1124-13B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_captions_primary_violation,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," having a <strong>severe</strong> accessibility problem. The video is not accessible to screen readers, and there is no transcript or captioning available. The video is also not accessible to users who have a slow internet connection or who are on a mobile device with a slow connection. The video is also not accessible to users who have a visual impairment and cannot see the video.</p><p>However, the video is not the only content on the page. There is also a transcript of",100,captions_primary,closed captions,violation,decl_captions_001,inaccessible because the video has no captions or equivalent text alternative,partial,0,0.5,OLMo-2-1124-13B,False,True
olmo,13B,OLMo-2-1124-13B,evalp_captions_primary_conformant,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls><track kind='captions' src='lecture.vtt' srclang='en' label='English'></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a failure. The video is not accessible to users of screen readers, and the captions are not accessible to users of screen readers. However, the video is accessible to users of screen readers, and the captions are accessible to users of screen readers. The video is accessible because the <code>controls</code> attribute is present, which allows users of screen readers to control the video. The captions are accessible because the <code>srclang</code> attribute is present, which allows users of screen",100,captions_primary,closed captions,conformant,decl_captions_001,accessible with respect to captions; does not claim captions are missing,incorrect,0,0.0,OLMo-2-1124-13B,False,True
