family,model,compound,max_attention,max_weighted,max_relative,p95_relative,mean_top5_relative,bigram_count,log_frequency
gpt2,gpt2-xl,text_spacing,0.7075893878936768,19.189868927001953,0.0394853875041008,0.005898380372673244,0.02602695301175114,615,6.423246963533519
gpt2,gpt2-xl,tool_tip,0.6526915431022644,11.494272232055664,0.0254127122461795,0.004908501263707855,0.02094396967440838,17356,9.761751162220882
gpt2,gpt2-xl,touch_target,0.4938442409038543,6.381011009216309,0.0196576118469238,0.005410663853399438,0.013380514644086319,1114,7.016609683894219
gpt2,gpt2-xl,tree_grid,0.6779948472976685,9.251748085021973,0.0273159798234701,0.006461298069916581,0.01817883141338822,865,6.763884908562435
gpt2,gpt2-xl,universal_design,0.9423633813858032,31.622095108032227,0.0532604865729808,0.0071547170868142594,0.03207180984318252,9030,9.108418382250798
olmo,OLMo-2-0425-1B,accessibility_tree,0.6209073662757874,4.694777965545654,0.153556615114212,0.09207599423825732,0.1075562477111816,1307,7.176254532017144
olmo,OLMo-2-0425-1B,accessible_authentication,0.6296021938323975,3.3210248947143555,0.1318110972642898,0.09170950539410107,0.10736150741577144,3,1.3862943611198906
olmo,OLMo-2-0425-1B,accessible_description,0.7220249176025391,3.0376498699188232,0.1216066479682922,0.08639240190386763,0.10725062787532802,716,6.57507584059962
olmo,OLMo-2-0425-1B,accessible_name,0.7381607890129089,3.6219167709350586,0.1303277909755706,0.1080728374421596,0.11989732980728145,1619,7.3901814282264295
olmo,OLMo-2-0425-1B,alt_text,0.6850506067276001,6.092143535614014,0.2139880508184433,0.1368471451103686,0.17295316457748408,23306,10.056509023618531
olmo,OLMo-2-0425-1B,audio_description,0.7578262686729431,6.095431804656982,0.1570304632186889,0.08375575505197037,0.10722686946392053,4691,8.453614209773367
olmo,OLMo-2-0425-1B,character_key,0.6846588850021362,3.3298122882843018,0.1472280472517013,0.097820409014821,0.11863300949335094,1974,7.5883236773352225
olmo,OLMo-2-0425-1B,closed_captions,0.6061859726905823,4.476224899291992,0.142002061009407,0.10486686751246449,0.11716609895229338,7942,8.980046316633132
olmo,OLMo-2-0425-1B,cognitive_disabilities,0.5186147689819336,3.7985897064208984,0.1105633303523063,0.08449346870183938,0.09418078213930126,10189,9.229162126216771
olmo,OLMo-2-0425-1B,color_contrast,0.6830166578292847,8.033679962158203,0.1955941170454025,0.08061650879681102,0.11577023565769189,20112,9.909121651153221
olmo,OLMo-2-0425-1B,combo_box,0.5174075961112976,4.597372055053711,0.1671012341976165,0.09855473004281516,0.12396920472383495,50410,10.827964684213782
olmo,OLMo-2-0425-1B,consistent_help,0.8883678317070007,5.514871597290039,0.2002199441194534,0.13963454365730274,0.16351931393146507,504,6.22455842927536
olmo,OLMo-2-0425-1B,decorative_image,0.7815201878547668,5.236814975738525,0.1736349165439605,0.12032819949090474,0.14651772230863566,749,6.620073206530356
olmo,OLMo-2-0425-1B,drag_movement,0.7376856803894043,5.046370506286621,0.1642317473888397,0.1319190867245197,0.1456661760807037,328,5.796057750765372
olmo,OLMo-2-0425-1B,error_identification,0.6255645751953125,5.329387187957764,0.1888064891099929,0.11698498129844663,0.1518449068069458,1566,7.356918242356021
olmo,OLMo-2-0425-1B,focus_appearance,0.7130791544914246,4.482394218444824,0.1881651878356933,0.10985092930495738,0.12770973742008207,102,4.634728988229636
olmo,OLMo-2-0425-1B,focus_indicator,0.5929052233695984,3.988569498062134,0.1535571664571762,0.09656402505934228,0.12709044367074962,1261,7.140453043101158
olmo,OLMo-2-0425-1B,focus_management,0.7080219984054565,4.520913124084473,0.1777507960796356,0.11535693481564513,0.13600016534328457,989,6.897704943128636
olmo,OLMo-2-0425-1B,form_field,0.4880521893501282,3.566565990447998,0.1301145851612091,0.08664281703531741,0.10694469213485716,51864,10.856399467865929
olmo,OLMo-2-0425-1B,informative_image,0.8420116901397705,4.048434734344482,0.1635957658290863,0.11656766124069681,0.14365767687559122,520,6.255750041753367
olmo,OLMo-2-0425-1B,input_purpose,0.7212246060371399,4.433300495147705,0.1677145957946777,0.12035391032695766,0.14128076136112208,53,3.9889840465642745
olmo,OLMo-2-0425-1B,keyboard_interaction,0.5778936743736267,4.053495407104492,0.135921373963356,0.09444647878408421,0.1135923638939857,1073,6.97914527506881
olmo,OLMo-2-0425-1B,keyboard_navigation,0.6110320091247559,4.386843204498291,0.1668494939804077,0.10801608785986895,0.13311389982700345,8050,8.993551586299981
olmo,OLMo-2-0425-1B,landmark_region,0.9441069960594176,6.152790069580078,0.2147778123617172,0.13904476091265675,0.15799390971660612,128,4.859812404361672
olmo,OLMo-2-0425-1B,live_region,0.8248602747917175,6.806280612945557,0.2519242167472839,0.14116370752453802,0.1696681231260299,1112,7.014814351275545
olmo,OLMo-2-0425-1B,low_vision,0.5149861574172974,4.191478252410889,0.1342963576316833,0.07900658436119548,0.09949702918529504,36811,10.513579157958748
olmo,OLMo-2-0425-1B,menu_bar,0.6834053993225098,3.6384243965148926,0.1083038821816444,0.09403018392622464,0.10020363181829448,106878,11.579452632439278
olmo,OLMo-2-0425-1B,pointer_cancellation,0.6145053505897522,3.941241979598999,0.1549887359142303,0.10614679642021649,0.12875162959098813,2,1.0986122886681098
olmo,OLMo-2-0425-1B,radio_group,0.6737104058265686,6.039585590362549,0.2055293917655944,0.1352790229022502,0.16645971834659573,6694,8.809116258125274
olmo,OLMo-2-0425-1B,reading_order,0.6489697694778442,6.393157005310059,0.1671447306871414,0.06826117858290662,0.10715450644493099,9225,9.129780864117766
olmo,OLMo-2-0425-1B,redundant_entry,0.8391355276107788,4.009541034698486,0.1479598730802536,0.12419787086546413,0.13705012351274487,205,5.327876168789581
olmo,OLMo-2-0425-1B,responsive_design,0.8287869691848755,4.6043219566345215,0.1534905284643173,0.10549773499369612,0.1288779348134994,35628,10.4809151919697
olmo,OLMo-2-0425-1B,screen_reader,0.5631290674209595,5.5822367668151855,0.1377084106206894,0.0635799888521432,0.10618892163038249,32100,10.376642461280849
olmo,OLMo-2-0425-1B,section_heading,0.3957735002040863,4.609696865081787,0.1586798727512359,0.07261797562241552,0.10381418019533155,6949,8.846496938558838
olmo,OLMo-2-0425-1B,semantic_html,0.7775834798812866,6.1543660163879395,0.2054037898778915,0.12319936677813521,0.14450818896293632,2595,7.86172707782398
olmo,OLMo-2-0425-1B,semantic_markup,0.6609055399894714,4.710314750671387,0.1527064740657806,0.0881185106933116,0.10654594898223872,4776,8.471568013389962
olmo,OLMo-2-0425-1B,sensory_characteristics,0.6381208896636963,5.399181842803955,0.1418697535991668,0.1005336470901965,0.1250499784946441,11206,9.324293862052029
olmo,OLMo-2-0425-1B,sign_language,0.4551205039024353,5.166141986846924,0.1536157727241516,0.0829803351312875,0.11259873807430262,113936,11.643400943040573
olmo,OLMo-2-0425-1B,skip_link,0.7170708775520325,6.2877516746521,0.1699669808149337,0.11972282826900477,0.14556070566177365,662,6.4967749901858625
olmo,OLMo-2-0425-1B,status_message,0.5082347393035889,3.314202070236206,0.1153410747647285,0.07665951736271373,0.0896793663501739,20367,9.921720320797188
olmo,OLMo-2-0425-1B,tab_panel,0.6123055815696716,3.371586561203003,0.110833391547203,0.0847483083605766,0.09798013716936109,3519,8.166216268592143
olmo,OLMo-2-0425-1B,target_size,0.625823974609375,5.676697731018066,0.207736074924469,0.11864956393837923,0.14950813055038448,21981,9.997979215628845
olmo,OLMo-2-0425-1B,text_alternative,0.698830246925354,6.149147987365723,0.1702410280704498,0.1061848320066928,0.1338414758443832,1852,7.52456122628536
olmo,OLMo-2-0425-1B,text_formatting,0.586009681224823,6.21398401260376,0.1669937521219253,0.09709239564836018,0.11982263177633282,28514,10.258185543590638
olmo,OLMo-2-0425-1B,text_spacing,0.5506659746170044,5.839203357696533,0.1547100991010666,0.07911838851869096,0.1160050228238105,615,6.423246963533519
olmo,OLMo-2-0425-1B,tool_tip,0.630833089351654,3.786654233932495,0.1332439631223678,0.10039991885423658,0.11374700069427487,17356,9.761751162220882
olmo,OLMo-2-0425-1B,touch_target,0.5190293788909912,3.30846905708313,0.1035960167646408,0.0875976376235485,0.09355921298265454,1114,7.016609683894219
olmo,OLMo-2-0425-1B,tree_grid,0.6599751710891724,6.863895893096924,0.1938272267580032,0.10207812301814553,0.1293723493814468,865,6.763884908562435
olmo,OLMo-2-0425-1B,universal_design,0.4532854259014129,4.599226474761963,0.1189653202891349,0.1050723813474178,0.11368935257196422,9030,9.108418382250798
olmo,OLMo-2-1124-13B,accessibility_tree,0.5858274102210999,24.78145408630371,0.2973881959915161,0.07406534589827042,0.2473759174346924,1307,7.176254532017144
olmo,OLMo-2-1124-13B,accessible_authentication,0.6920022964477539,23.22604751586914,0.2844841480255127,0.09262724034488148,0.24143221378326413,3,1.3862943611198906
olmo,OLMo-2-1124-13B,accessible_description,0.73779296875,28.250904083251953,0.3137798011302948,0.08469120040535917,0.2501673251390457,716,6.57507584059962
olmo,OLMo-2-1124-13B,accessible_name,0.562988817691803,21.726261138916016,0.2670544683933258,0.06918384395539758,0.23107325732707978,1619,7.3901814282264295
olmo,OLMo-2-1124-13B,alt_text,0.5961489677429199,18.578968048095703,0.3573357462882995,0.07205930314958087,0.239251309633255,23306,10.056509023618531
olmo,OLMo-2-1124-13B,audio_description,0.6250483989715576,21.234046936035156,0.3905644416809082,0.08128336779773229,0.2698736250400543,4691,8.453614209773367
olmo,OLMo-2-1124-13B,character_key,0.7836498022079468,34.386573791503906,0.4780319333076477,0.09010626561939715,0.37104339301586153,1974,7.5883236773352225
olmo,OLMo-2-1124-13B,closed_captions,0.5036757588386536,28.46831703186035,0.3582366704940796,0.06756470128893845,0.25146507322788236,7942,8.980046316633132
olmo,OLMo-2-1124-13B,cognitive_disabilities,0.5906407833099365,22.62863540649414,0.2898581326007843,0.08440971113741387,0.23580333590507502,10189,9.229162126216771
olmo,OLMo-2-1124-13B,color_contrast,0.7453793883323669,43.419044494628906,0.5500975847244263,0.08904866278171518,0.3380069017410278,20112,9.909121651153221
olmo,OLMo-2-1124-13B,combo_box,0.7187407612800598,35.628597259521484,0.4551432132720947,0.06779737472534128,0.28170850574970246,50410,10.827964684213782
olmo,OLMo-2-1124-13B,consistent_help,0.8965190649032593,40.84143829345703,0.4774159491062164,0.08683953918516629,0.3707423985004425,504,6.22455842927536
olmo,OLMo-2-1124-13B,decorative_image,0.8219200968742371,35.899349212646484,0.3927628695964813,0.1034252323210238,0.29792078733444216,749,6.620073206530356
olmo,OLMo-2-1124-13B,drag_movement,0.6387807726860046,25.682445526123047,0.3732403218746185,0.11584995388984665,0.29670884311199186,328,5.796057750765372
olmo,OLMo-2-1124-13B,error_identification,0.572147011756897,25.963455200195312,0.472303181886673,0.08541554957628239,0.3017244428396225,1566,7.356918242356021
olmo,OLMo-2-1124-13B,focus_appearance,0.6831574440002441,21.361616134643555,0.2895778715610504,0.11628592945635302,0.2598056823015213,102,4.634728988229636
olmo,OLMo-2-1124-13B,focus_indicator,0.5814216732978821,22.845951080322266,0.2455879896879196,0.09337915740907189,0.22256768941879268,1261,7.140453043101158
olmo,OLMo-2-1124-13B,focus_management,0.551018238067627,29.12315559387207,0.3886557221412658,0.10036865472793562,0.27243013083934786,989,6.897704943128636
olmo,OLMo-2-1124-13B,form_field,0.5435059070587158,37.720458984375,0.5295027494430542,0.07708135880529866,0.275117489695549,51864,10.856399467865929
olmo,OLMo-2-1124-13B,informative_image,0.7627758383750916,38.576316833496094,0.4506956338882446,0.0809954743832348,0.34207475185394287,520,6.255750041753367
olmo,OLMo-2-1124-13B,input_purpose,0.8517792224884033,28.58868408203125,0.3227501809597015,0.14692801907658568,0.2863670706748962,53,3.9889840465642745
olmo,OLMo-2-1124-13B,keyboard_interaction,0.7271912693977356,29.76835823059082,0.3351496756076813,0.0889020569622512,0.27533781826496123,1073,6.97914527506881
olmo,OLMo-2-1124-13B,keyboard_navigation,0.6425120830535889,22.166776657104492,0.3271252810955047,0.10203087031841249,0.27134394943714135,8050,8.993551586299981
olmo,OLMo-2-1124-13B,landmark_region,0.861787736415863,36.16863250732422,0.3939410448074341,0.09496270455420007,0.3616934061050415,128,4.859812404361672
olmo,OLMo-2-1124-13B,live_region,0.6094517111778259,34.60136795043945,0.4100728631019592,0.07077804058790177,0.3353831499814987,1112,7.014814351275545
olmo,OLMo-2-1124-13B,low_vision,0.6218951344490051,35.784523010253906,0.5642375946044922,0.06835472062230102,0.4135807633399963,36811,10.513579157958748
olmo,OLMo-2-1124-13B,menu_bar,0.6297634243965149,24.226299285888672,0.3621968030929565,0.12128558382391907,0.3179835677146911,106878,11.579452632439278
olmo,OLMo-2-1124-13B,pointer_cancellation,0.6172852516174316,21.805551528930664,0.2562782764434814,0.07502927631139751,0.22998773455619803,2,1.0986122886681098
olmo,OLMo-2-1124-13B,radio_group,0.5831384062767029,32.98653030395508,0.4460922479629516,0.103159538656473,0.2879830598831177,6694,8.809116258125274
olmo,OLMo-2-1124-13B,reading_order,0.7414228320121765,32.314605712890625,0.3789176046848297,0.0699606556445357,0.3045512169599533,9225,9.129780864117766
olmo,OLMo-2-1124-13B,redundant_entry,0.7391091585159302,29.88945770263672,0.3419637382030487,0.09508533850312226,0.26043877601623533,205,5.327876168789581
olmo,OLMo-2-1124-13B,responsive_design,0.8669050931930542,37.85530471801758,0.4768689274787903,0.11904200501739942,0.34512630105018616,35628,10.4809151919697
olmo,OLMo-2-1124-13B,screen_reader,0.8100628852844238,38.025394439697266,0.6514768600463867,0.07045444175600982,0.3141630679368973,32100,10.376642461280849
olmo,OLMo-2-1124-13B,section_heading,0.6585515141487122,40.10668182373047,0.5418262481689453,0.07729001902043818,0.3430635333061218,6949,8.846496938558838
olmo,OLMo-2-1124-13B,semantic_html,0.9111924171447754,33.529056549072266,0.5116833448410034,0.12271728590130776,0.3658754229545593,2595,7.86172707782398
olmo,OLMo-2-1124-13B,semantic_markup,0.8811379075050354,33.987979888916016,0.5463970899581909,0.128640425950288,0.42551648020744326,4776,8.471568013389962
olmo,OLMo-2-1124-13B,sensory_characteristics,0.6509051322937012,30.367828369140625,0.4058384597301483,0.09337800703942767,0.318292623758316,11206,9.324293862052029
olmo,OLMo-2-1124-13B,sign_language,0.5934578776359558,36.62115859985352,0.5296738147735596,0.07376727685332246,0.2934096187353134,113936,11.643400943040573
olmo,OLMo-2-1124-13B,skip_link,0.7193914651870728,34.97938537597656,0.5751328468322754,0.06572855226695534,0.3126538723707199,662,6.4967749901858625
olmo,OLMo-2-1124-13B,status_message,0.8266127705574036,40.512916564941406,0.7066291570663452,0.07872605696320525,0.35233754813671114,20367,9.921720320797188
olmo,OLMo-2-1124-13B,tab_panel,0.5205738544464111,30.94739151000977,0.3895056545734405,0.071761605888605,0.2298112094402313,3519,8.166216268592143
olmo,OLMo-2-1124-13B,target_size,0.8484511971473694,41.07210922241211,0.5613246560096741,0.11509804166853417,0.35049458146095275,21981,9.997979215628845
olmo,OLMo-2-1124-13B,text_alternative,0.875712513923645,42.12983703613281,0.7359444499015808,0.07747919037938111,0.3525296598672867,1852,7.52456122628536
olmo,OLMo-2-1124-13B,text_formatting,0.6446115374565125,29.006576538085938,0.3574519753456116,0.10122103989124298,0.305682498216629,28514,10.258185543590638
olmo,OLMo-2-1124-13B,text_spacing,0.5425058007240295,24.411968231201172,0.3476804494857788,0.08085465207695955,0.26587010025978086,615,6.423246963533519
olmo,OLMo-2-1124-13B,tool_tip,0.4989238977432251,26.40143394470215,0.3997317254543304,0.07738529108464708,0.23235539197921753,17356,9.761751162220882
olmo,OLMo-2-1124-13B,touch_target,0.679337739944458,28.462642669677734,0.3309082686901092,0.07482618913054456,0.25033271312713623,1114,7.016609683894219
olmo,OLMo-2-1124-13B,tree_grid,0.75270015001297,33.81448745727539,0.3772557973861694,0.10842873863875847,0.2932929337024689,865,6.763884908562435
olmo,OLMo-2-1124-13B,universal_design,0.8851730823516846,36.643089294433594,0.6470111608505249,0.08671580255031551,0.4581403911113739,9030,9.108418382250798
olmo,OLMo-2-1124-7B,accessibility_tree,0.3279145658016205,4.829331874847412,0.0959000512957573,0.04783937260508536,0.0851364508271217,1307,7.176254532017144
olmo,OLMo-2-1124-7B,accessible_authentication,0.7259383797645569,8.826903343200684,0.1989187002182006,0.06779964193701744,0.132375793159008,3,1.3862943611198906
olmo,OLMo-2-1124-7B,accessible_description,0.6663559675216675,6.192930221557617,0.1666009128093719,0.05674211066216236,0.11531452834606166,716,6.57507584059962
olmo,OLMo-2-1124-7B,accessible_name,0.4877044260501861,5.930144786834717,0.1438945829868316,0.04775171726942054,0.10170781463384622,1619,7.3901814282264295
olmo,OLMo-2-1124-7B,alt_text,0.6285611391067505,10.115334510803224,0.2330483049154281,0.059183367155492314,0.19111374318599697,23306,10.056509023618531
olmo,OLMo-2-1124-7B,audio_description,0.4126409590244293,4.706273078918457,0.1117159500718116,0.040283418633043744,0.08347623348236081,4691,8.453614209773367
olmo,OLMo-2-1124-7B,character_key,0.7596607208251953,9.249404907226562,0.1965959072113037,0.06570567898452277,0.15945495069026944,1974,7.5883236773352225
olmo,OLMo-2-1124-7B,closed_captions,0.5867222547531128,14.067630767822266,0.2242102771997451,0.046631900966167365,0.11157744526863092,7942,8.980046316633132
olmo,OLMo-2-1124-7B,cognitive_disabilities,0.6197096705436707,9.958287239074709,0.2134958505630493,0.04560985546559093,0.13989278972148889,10189,9.229162126216771
olmo,OLMo-2-1124-7B,color_contrast,0.5467196106910706,11.291147232055664,0.267592579126358,0.05024378597736351,0.14073117226362225,20112,9.909121651153221
olmo,OLMo-2-1124-7B,combo_box,0.3761042356491089,7.787815093994141,0.1255553513765335,0.03691823240369553,0.09357725232839584,50410,10.827964684213782
olmo,OLMo-2-1124-7B,consistent_help,0.8836792707443237,12.147103309631348,0.3129812180995941,0.06209757830947638,0.2141106903553009,504,6.22455842927536
olmo,OLMo-2-1124-7B,decorative_image,0.5210689902305603,7.527067184448242,0.1649236977100372,0.04451545085757966,0.11680007576942439,749,6.620073206530356
olmo,OLMo-2-1124-7B,drag_movement,0.7686694264411926,12.525813102722168,0.2010737061500549,0.06647758260369296,0.1847563356161117,328,5.796057750765372
olmo,OLMo-2-1124-7B,error_identification,0.490335464477539,7.529770374298096,0.1228414997458458,0.0662231892347336,0.11025085449218745,1566,7.356918242356021
olmo,OLMo-2-1124-7B,focus_appearance,0.6000344157218933,6.976436138153076,0.1823316812515258,0.06386249363422387,0.15822860598564142,102,4.634728988229636
olmo,OLMo-2-1124-7B,focus_indicator,0.3695911765098572,7.51896858215332,0.2125774621963501,0.04232065454125406,0.10883899182081216,1261,7.140453043101158
olmo,OLMo-2-1124-7B,focus_management,0.3166511952877044,9.10536003112793,0.2183838039636612,0.048586791753768926,0.12722204327583309,989,6.897704943128636
olmo,OLMo-2-1124-7B,form_field,0.357642263174057,4.977321147918701,0.1240492984652519,0.047296037897467606,0.09551598429679868,51864,10.856399467865929
olmo,OLMo-2-1124-7B,informative_image,0.5783370137214661,6.604825973510742,0.1558635681867599,0.06651947945356364,0.13661562651395792,520,6.255750041753367
olmo,OLMo-2-1124-7B,input_purpose,0.7356886863708496,9.385394096374512,0.2021876573562622,0.07660076357424253,0.17214720845222473,53,3.9889840465642745
olmo,OLMo-2-1124-7B,keyboard_interaction,0.7650588750839233,11.721997261047363,0.1999513655900955,0.05930955484509462,0.14790305048227306,1073,6.97914527506881
olmo,OLMo-2-1124-7B,keyboard_navigation,0.5136592388153076,9.212287902832031,0.2037683576345443,0.03701043948531155,0.11089093834161756,8050,8.993551586299981
olmo,OLMo-2-1124-7B,landmark_region,0.898253321647644,12.968605041503906,0.2633092701435089,0.06587428376078602,0.20012277364730835,128,4.859812404361672
olmo,OLMo-2-1124-7B,live_region,0.4535575807094574,7.128732681274414,0.1261809468269348,0.050276426598429645,0.12171240150928495,1112,7.014814351275545
olmo,OLMo-2-1124-7B,low_vision,0.6800829172134399,18.44834899902344,0.3822071552276611,0.030873191542923402,0.19205589219927782,36811,10.513579157958748
olmo,OLMo-2-1124-7B,menu_bar,0.6064778566360474,9.804802894592283,0.2728469669818878,0.06310545802116391,0.1574243918061256,106878,11.579452632439278
olmo,OLMo-2-1124-7B,pointer_cancellation,0.5402100682258606,6.334953784942627,0.1030184999108314,0.04703576713800425,0.0870343208312988,2,1.0986122886681098
olmo,OLMo-2-1124-7B,radio_group,0.5420059561729431,7.362744808197021,0.1903476268053054,0.06648753583431241,0.15188400298357002,6694,8.809116258125274
olmo,OLMo-2-1124-7B,reading_order,0.3964007794857025,7.173245429992676,0.2147110402584076,0.051176537200808496,0.13046537637710565,9225,9.129780864117766
olmo,OLMo-2-1124-7B,redundant_entry,0.813180148601532,8.428675651550293,0.2040294408798217,0.07459569685161112,0.1581450134515762,205,5.327876168789581
olmo,OLMo-2-1124-7B,responsive_design,0.8759878873825073,18.13728904724121,0.2814432084560394,0.09655144400894639,0.218900978565216,35628,10.4809151919697
olmo,OLMo-2-1124-7B,screen_reader,0.4274961352348327,11.699252128601074,0.2580109536647796,0.03333390802145004,0.12983241677284235,32100,10.376642461280849
olmo,OLMo-2-1124-7B,section_heading,0.476729154586792,10.614412307739258,0.1655565053224563,0.045636920817196315,0.11051016598939889,6949,8.846496938558838
olmo,OLMo-2-1124-7B,semantic_html,0.7075070738792419,7.550994396209717,0.2163156569004058,0.07133059054613117,0.15491237044334405,2595,7.86172707782398
olmo,OLMo-2-1124-7B,semantic_markup,0.8207426071166992,8.777372360229492,0.235514223575592,0.06221232078969484,0.1789690792560577,4776,8.471568013389962
olmo,OLMo-2-1124-7B,sensory_characteristics,0.7367481589317322,10.383831977844238,0.1688230335712433,0.054798804782331,0.13506672978401185,11206,9.324293862052029
olmo,OLMo-2-1124-7B,sign_language,0.3642257452011108,10.656782150268556,0.1670371145009994,0.03310081008821728,0.0851889126002788,113936,11.643400943040573
olmo,OLMo-2-1124-7B,skip_link,0.7877552509307861,9.308899879455566,0.1781578212976455,0.06702183969318865,0.1564169526100158,662,6.4967749901858625
olmo,OLMo-2-1124-7B,status_message,0.527534008026123,8.069286346435547,0.1585517972707748,0.03714922443032269,0.120823922753334,20367,9.921720320797188
olmo,OLMo-2-1124-7B,tab_panel,0.5190650224685669,9.88656997680664,0.2171478271484375,0.03931247852742681,0.14510034769773478,3519,8.166216268592143
olmo,OLMo-2-1124-7B,target_size,0.6007615923881531,14.978806495666504,0.2554538547992706,0.070698943734169,0.18493854701519008,21981,9.997979215628845
olmo,OLMo-2-1124-7B,text_alternative,0.6186845302581787,14.308229446411133,0.3367410898208618,0.05115815959870814,0.19627902656793592,1852,7.52456122628536
olmo,OLMo-2-1124-7B,text_formatting,0.5433163642883301,12.565199851989746,0.2992177009582519,0.04944178406149153,0.17668125182390212,28514,10.258185543590638
olmo,OLMo-2-1124-7B,text_spacing,0.4723464250564575,7.365651607513428,0.1710709482431411,0.04698203541338437,0.12731732577085492,615,6.423246963533519
olmo,OLMo-2-1124-7B,tool_tip,0.3915779292583465,6.670199871063232,0.189423382282257,0.0642462056130171,0.1252544075250625,17356,9.761751162220882
olmo,OLMo-2-1124-7B,touch_target,0.4163161814212799,10.767178535461426,0.2464266419410705,0.04054974913597107,0.12358611226081843,1114,7.016609683894219
olmo,OLMo-2-1124-7B,tree_grid,0.698719322681427,9.241687774658203,0.2240342795848846,0.05321053396910424,0.13871489763259884,865,6.763884908562435
olmo,OLMo-2-1124-7B,universal_design,0.7937009334564209,16.53338623046875,0.3533525466918945,0.07050633542239668,0.18402104079723353,9030,9.108418382250798
pythia,pythia-12b,accessibility_tree,0.9830719232559204,7.1251702308654785,0.0101710958406329,0.001654782815603502,0.00911666601896282,1307,7.176254532017144
pythia,pythia-12b,accessible_authentication,0.9991117119789124,6.116863250732422,0.0100685972720384,0.0015308858593925466,0.00942298974841828,3,1.3862943611198906
pythia,pythia-12b,accessible_description,0.999320387840271,7.607405662536621,0.0111624915152788,0.000795941182877816,0.009935898706316901,716,6.57507584059962
pythia,pythia-12b,accessible_name,0.9951459765434264,7.580630302429199,0.0119758890941739,0.002404698508325878,0.01122255660593506,1619,7.3901814282264295
pythia,pythia-12b,alt_text,0.9276936650276184,6.95713996887207,0.0155516490340232,0.0010314518003724385,0.013440266624093,23306,10.056509023618531
pythia,pythia-12b,audio_description,0.7698621153831482,6.75947380065918,0.0115155130624771,0.0015887950605246884,0.008733448293060001,4691,8.453614209773367
pythia,pythia-12b,character_key,0.8937699794769287,8.716967582702637,0.0161682534962892,0.0016229081258642825,0.013064325973391503,1974,7.5883236773352225
pythia,pythia-12b,closed_captions,0.6572514176368713,10.250496864318848,0.0185425896197557,0.00046813107474005816,0.008404717873781862,7942,8.980046316633132
pythia,pythia-12b,cognitive_disabilities,0.923764944076538,9.329120635986328,0.0158103574067354,0.0024779657484031398,0.01377344429492948,10189,9.229162126216771
pythia,pythia-12b,color_contrast,0.8817402720451355,7.666821002960205,0.0128204738721251,0.0012284181197173586,0.00956929950043554,20112,9.909121651153221
pythia,pythia-12b,combo_box,0.7195466756820679,4.475696086883545,0.0072019114159047,0.0006509926752186699,0.0048737377859651605,50410,10.827964684213782
pythia,pythia-12b,consistent_help,0.9941428303718568,9.322193145751951,0.0145783592015504,0.002007637219503462,0.01221985444426534,504,6.22455842927536
pythia,pythia-12b,decorative_image,0.998465061187744,7.157649993896484,0.0124786477535963,0.0028068090090527624,0.010793495923280662,749,6.620073206530356
pythia,pythia-12b,drag_movement,0.9957714676856996,15.512490272521973,0.0248672496527433,0.0034995893947779655,0.01433702595531936,328,5.796057750765372
pythia,pythia-12b,error_identification,0.9657620191574096,9.512469291687012,0.0150325493887066,0.000985118461539924,0.009679025877267062,1566,7.356918242356021
pythia,pythia-12b,focus_appearance,0.8821424245834351,7.711291313171387,0.0155221866443753,0.0026462269132025112,0.013126892410218683,102,4.634728988229636
pythia,pythia-12b,focus_indicator,0.8732179999351501,9.534412384033203,0.0159212611615657,0.0006001608999213144,0.00824717469513412,1261,7.140453043101158
pythia,pythia-12b,focus_management,0.8586907386779785,6.262307643890381,0.0097773764282464,0.0013220885128248192,0.00818212442100042,989,6.897704943128636
pythia,pythia-12b,form_field,0.8483774662017822,6.322474956512451,0.0107860304415225,0.0015835236350539633,0.00847791014239186,51864,10.856399467865929
pythia,pythia-12b,informative_image,0.9991112351417542,7.844369411468506,0.0132319163531064,0.0035056964843533205,0.01118885595351454,520,6.255750041753367
pythia,pythia-12b,input_purpose,0.9991868138313292,10.38854694366455,0.0185860209167003,0.00280624189181251,0.013412392884492818,53,3.9889840465642745
pythia,pythia-12b,keyboard_interaction,0.9626845717430116,11.534700393676758,0.0201247166842222,0.003488385828677525,0.011875254474580241,1073,6.97914527506881
pythia,pythia-12b,keyboard_navigation,0.9712831377983092,8.42373275756836,0.014362571761012,0.003685200458858093,0.011977610923349799,8050,8.993551586299981
pythia,pythia-12b,landmark_region,0.9811305403709412,8.393553733825684,0.0133051425218582,0.0023732965230009533,0.012007061392068821,128,4.859812404361672
pythia,pythia-12b,live_region,0.9952284097671508,7.944747924804688,0.01351960003376,0.002565613971091734,0.0119642494246363,1112,7.014814351275545
pythia,pythia-12b,low_vision,0.8253565430641174,5.500492572784424,0.0107773132622241,0.00017981665223478995,0.00522398343309754,36811,10.513579157958748
pythia,pythia-12b,menu_bar,0.9748666882514954,6.947132587432861,0.0121974432840943,0.0023090061848051483,0.00992463538423178,106878,11.579452632439278
pythia,pythia-12b,pointer_cancellation,0.9444315433502196,7.136927127838135,0.0119231389835476,0.0018302698852494044,0.011286110058426802,2,1.0986122886681098
pythia,pythia-12b,radio_group,0.8507890105247498,8.500121116638184,0.0139395873993635,0.0010596724750939017,0.012522252462804279,6694,8.809116258125274
pythia,pythia-12b,reading_order,0.8437636494636536,7.463688850402832,0.0123973498120903,0.0005841389734995694,0.00805276166647666,9225,9.129780864117766
