compound,model,condition,set_id,heads,kl,top_changed,bigram_count,log_frequency
sign_language,pythia-2.8b,natural,random_010,"[[22, 22], [22, 24], [25, 24], [30, 24], [31, 11]]",7.78537942096591e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_011,"[[22, 10], [24, 0], [28, 30], [30, 18], [31, 30]]",6.70753070153296e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_012,"[[25, 18], [27, 3], [27, 13], [28, 29], [30, 22]]",7.802268373779953e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_013,"[[24, 15], [28, 20], [28, 28], [30, 17], [31, 21]]",0.0006565483054146171,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_014,"[[23, 8], [25, 10], [27, 19], [27, 28], [31, 4]]",8.407988934777677e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_015,"[[26, 21], [29, 28], [30, 28], [31, 19], [31, 23]]",3.4151889849454165e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_016,"[[24, 27], [26, 23], [28, 21], [29, 13], [30, 26]]",1.1297765013296157e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_017,"[[23, 19], [25, 25], [28, 17], [30, 3], [30, 4]]",0.0001832317211665213,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_018,"[[22, 28], [24, 12], [26, 2], [26, 16], [26, 26]]",4.742961027659476e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_019,"[[23, 21], [24, 26], [26, 19], [28, 29], [31, 3]]",1.1337979231029749e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_020,"[[26, 9], [28, 4], [29, 24], [30, 13], [31, 15]]",5.9924786910414696e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_021,"[[23, 19], [25, 11], [26, 24], [27, 27], [29, 6]]",3.800675040110946e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_022,"[[25, 12], [26, 9], [26, 13], [31, 12], [31, 14]]",4.018977051600814e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_023,"[[25, 9], [26, 8], [28, 22], [29, 28], [30, 20]]",3.416172694414854e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_024,"[[22, 8], [23, 19], [23, 23], [29, 22], [31, 6]]",4.1098392102867365e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_025,"[[25, 7], [28, 11], [29, 22], [30, 14], [31, 30]]",1.4591438230127096e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_026,"[[22, 1], [23, 5], [24, 20], [27, 1], [28, 7]]",0.0022146012634038925,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_027,"[[23, 28], [26, 4], [28, 16], [29, 27], [31, 8]]",1.687309122644365e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_028,"[[23, 12], [24, 20], [25, 12], [26, 24], [31, 22]]",0.00021026354806963354,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_029,"[[22, 12], [24, 7], [25, 25], [26, 18], [30, 2]]",9.504583431407809e-07,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_030,"[[22, 13], [26, 5], [28, 15], [28, 30], [31, 15]]",6.991252303123474e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_031,"[[25, 1], [26, 24], [27, 22], [28, 27], [29, 24]]",2.625598426675424e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_032,"[[23, 18], [24, 27], [26, 22], [27, 25], [31, 30]]",2.6379129849374294e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_033,"[[25, 10], [28, 1], [29, 20], [30, 23], [31, 4]]",7.157668005675077e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_034,"[[24, 29], [26, 2], [28, 19], [29, 17], [30, 31]]",3.629564889706671e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_035,"[[23, 28], [27, 3], [28, 14], [28, 20], [31, 18]]",2.554035745561123e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_036,"[[23, 5], [24, 13], [24, 18], [25, 4], [27, 24]]",0.002193077467381954,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_037,"[[22, 30], [23, 16], [25, 8], [27, 18], [30, 8]]",1.4272809494286776e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_038,"[[22, 1], [24, 12], [25, 19], [26, 14], [26, 18]]",4.544286639429629e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_039,"[[27, 10], [27, 27], [28, 7], [31, 5], [31, 9]]",0.0001502622035332024,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_040,"[[22, 3], [24, 0], [25, 11], [29, 8], [30, 1]]",7.780123269185424e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_041,"[[24, 7], [29, 8], [29, 15], [30, 28], [31, 24]]",6.4591586124151945e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_042,"[[22, 31], [23, 10], [30, 0], [31, 20], [31, 28]]",1.7532918718643486e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_043,"[[23, 29], [24, 2], [26, 8], [30, 0], [31, 24]]",0.0001749209186527878,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_044,"[[22, 9], [24, 27], [26, 15], [26, 27], [30, 28]]",1.0175193892791867e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_045,"[[23, 12], [26, 20], [28, 22], [29, 0], [31, 31]]",0.0002701155608519912,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_046,"[[23, 3], [24, 3], [26, 12], [29, 19], [31, 11]]",1.1377371265552938e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_047,"[[24, 11], [24, 23], [26, 1], [26, 17], [26, 25]]",6.247434066608548e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_048,"[[24, 22], [29, 16], [29, 18], [30, 16], [30, 26]]",4.319750587455928e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_049,"[[25, 4], [27, 9], [28, 9], [30, 17], [31, 26]]",6.245009717531502e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_050,"[[22, 13], [25, 23], [27, 3], [29, 28], [31, 24]]",3.7735444493591785e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_051,"[[22, 7], [23, 18], [24, 22], [29, 5], [31, 29]]",2.843051333911717e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_052,"[[24, 20], [26, 25], [27, 13], [28, 10], [29, 27]]",8.404211257584393e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_053,"[[22, 24], [26, 17], [26, 22], [27, 17], [31, 10]]",6.280868547037244e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_054,"[[23, 30], [24, 5], [25, 30], [26, 15], [28, 2]]",4.8269343096762896e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_055,"[[25, 22], [28, 24], [29, 12], [31, 16], [31, 21]]",2.1079875295981765e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_056,"[[23, 29], [24, 15], [26, 22], [28, 31], [30, 2]]",0.0006257777567952871,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_057,"[[22, 21], [25, 15], [28, 1], [28, 4], [28, 30]]",0.00022568192798644304,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_058,"[[22, 1], [26, 16], [26, 26], [29, 17], [31, 29]]",2.3388674890156835e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_059,"[[24, 2], [24, 31], [27, 11], [29, 27], [30, 25]]",2.6489236915949732e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_060,"[[22, 6], [27, 3], [27, 21], [28, 30], [31, 4]]",0.00039285095408558846,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_061,"[[23, 4], [24, 29], [26, 9], [30, 24], [31, 12]]",6.820017006248236e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_062,"[[22, 31], [23, 28], [25, 6], [27, 12], [29, 25]]",3.823981387540698e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_063,"[[24, 7], [27, 3], [27, 17], [27, 31], [28, 23]]",2.044104621745646e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_064,"[[26, 7], [26, 30], [28, 30], [29, 9], [31, 11]]",6.34693424217403e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_065,"[[22, 23], [26, 7], [27, 18], [27, 31], [28, 25]]",1.4329008990898728e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_066,"[[28, 25], [29, 5], [29, 17], [29, 25], [30, 5]]",1.0259682312607765e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_067,"[[23, 15], [24, 31], [27, 8], [28, 29], [30, 4]]",1.9536266336217523e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_068,"[[25, 25], [26, 9], [28, 8], [28, 29], [30, 20]]",1.0955081961583346e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_069,"[[22, 21], [23, 7], [25, 0], [27, 2], [29, 1]]",2.939086698461324e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_070,"[[22, 17], [23, 15], [23, 23], [28, 25], [29, 0]]",1.0443123755976558e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_071,"[[24, 29], [25, 30], [28, 19], [29, 14], [30, 26]]",1.9945306121371686e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_072,"[[23, 15], [26, 9], [26, 14], [26, 28], [30, 13]]",6.704423867631704e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_073,"[[24, 6], [26, 10], [28, 3], [29, 10], [30, 26]]",2.0565930753946304e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_074,"[[22, 3], [22, 6], [28, 11], [29, 2], [29, 22]]",0.00011334595910739154,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_075,"[[22, 24], [24, 12], [26, 18], [27, 14], [30, 31]]",3.853769158013165e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_076,"[[24, 4], [29, 1], [29, 25], [30, 19], [31, 18]]",2.016320650000125e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_077,"[[23, 14], [24, 2], [24, 17], [25, 5], [27, 18]]",1.8836159142665565e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_078,"[[22, 29], [29, 1], [29, 2], [29, 5], [31, 16]]",9.989398677134886e-07,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_079,"[[26, 7], [26, 21], [26, 27], [28, 9], [28, 20]]",1.9992614397779107e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_080,"[[24, 1], [28, 22], [30, 22], [31, 4], [31, 7]]",3.0317110940814018e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_081,"[[22, 19], [25, 25], [26, 19], [27, 6], [31, 29]]",2.036691876128316e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_082,"[[24, 1], [24, 11], [25, 22], [25, 28], [27, 15]]",3.0101458833087236e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_083,"[[22, 10], [24, 12], [25, 5], [27, 4], [27, 12]]",5.93562435824424e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_084,"[[23, 14], [25, 16], [25, 19], [28, 26], [31, 23]]",5.039648385718465e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_085,"[[23, 30], [24, 6], [25, 6], [25, 28], [31, 20]]",3.781897248700261e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_086,"[[22, 14], [24, 20], [24, 30], [27, 18], [30, 5]]",1.9732426153495908e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_087,"[[22, 31], [23, 17], [25, 8], [29, 19], [31, 11]]",2.357490302529186e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_088,"[[22, 3], [22, 19], [23, 10], [27, 1], [31, 12]]",2.866538125090301e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_089,"[[22, 17], [26, 17], [27, 18], [30, 30], [31, 31]]",5.651068931911141e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_090,"[[24, 19], [27, 8], [29, 9], [30, 2], [30, 17]]",7.269074558280408e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_091,"[[24, 19], [25, 4], [29, 3], [29, 23], [31, 7]]",7.185153663158417e-07,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_092,"[[24, 14], [26, 18], [28, 20], [29, 14], [29, 19]]",5.831083399243653e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_093,"[[24, 6], [27, 20], [28, 16], [30, 0], [30, 13]]",1.9156737835146487e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_094,"[[23, 4], [23, 7], [25, 31], [26, 21], [29, 26]]",6.000424036756158e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_095,"[[22, 4], [25, 4], [25, 7], [27, 27], [28, 6]]",2.9702321626245975e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_096,"[[22, 3], [26, 2], [28, 17], [29, 14], [31, 22]]",0.00013936019968241453,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_097,"[[23, 19], [23, 25], [26, 5], [29, 31], [31, 5]]",4.253368024365045e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_098,"[[24, 7], [25, 4], [27, 24], [28, 19], [29, 25]]",1.0553631000220776e-05,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_099,"[[24, 28], [27, 6], [28, 12], [30, 26], [31, 8]]",2.555309038143605e-06,False,113936,11.643400943040572
sign_language,pythia-2.8b,natural,random_100,"[[24, 26], [25, 6], [25, 26], [30, 18], [31, 26]]",5.2208742999937385e-06,False,113936,11.643400943040572
accessible_authentication,pythia-2.8b,natural,random_001,"[[25, 18], [26, 11], [26, 12], [27, 24], [31, 17]]",1.553362380946055e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_002,"[[22, 7], [25, 21], [26, 2], [27, 12], [30, 23]]",6.724003469571471e-07,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_003,"[[22, 5], [23, 9], [26, 3], [26, 12], [31, 8]]",7.902337529230863e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_004,"[[22, 6], [23, 20], [26, 7], [27, 1], [31, 13]]",1.6858044546097517e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_005,"[[23, 15], [24, 21], [27, 10], [27, 26], [28, 4]]",0.0004147305153310299,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_006,"[[23, 14], [26, 26], [27, 29], [28, 16], [31, 17]]",2.2672320483252406e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_007,"[[23, 28], [24, 4], [28, 0], [28, 15], [30, 9]]",6.051559466868639e-07,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_008,"[[27, 19], [28, 1], [28, 27], [30, 3], [30, 21]]",2.435816713841632e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_009,"[[25, 5], [26, 27], [28, 2], [29, 28], [30, 20]]",2.017177757807076e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_010,"[[22, 22], [22, 24], [25, 24], [30, 24], [31, 11]]",7.180264219641685e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_011,"[[22, 10], [24, 0], [28, 30], [30, 18], [31, 30]]",1.3806115020997822e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_012,"[[25, 18], [27, 3], [27, 13], [28, 29], [30, 22]]",2.958913682959974e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_013,"[[24, 15], [28, 20], [28, 28], [30, 17], [31, 21]]",0.0001337244175374508,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_014,"[[23, 8], [25, 10], [27, 19], [27, 28], [31, 4]]",7.151611498557031e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_015,"[[26, 21], [29, 28], [30, 28], [31, 19], [31, 23]]",4.959871148457751e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_016,"[[24, 27], [26, 23], [28, 21], [29, 13], [30, 26]]",5.387679266277701e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_017,"[[23, 19], [25, 25], [28, 17], [30, 3], [30, 4]]",2.8915121220052242e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_018,"[[22, 28], [24, 12], [26, 2], [26, 16], [26, 26]]",7.53815402276814e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_019,"[[23, 21], [24, 26], [26, 19], [28, 29], [31, 3]]",2.318251063115895e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_020,"[[26, 9], [28, 4], [29, 24], [30, 13], [31, 15]]",1.0345829650759697e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_021,"[[23, 19], [25, 11], [26, 24], [27, 27], [29, 6]]",1.2910604709759355e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_022,"[[25, 12], [26, 9], [26, 13], [31, 12], [31, 14]]",1.259068085346371e-07,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_023,"[[25, 9], [26, 8], [28, 22], [29, 28], [30, 20]]",1.2175529263913631e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_024,"[[22, 8], [23, 19], [23, 23], [29, 22], [31, 6]]",8.337374310940504e-07,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_025,"[[25, 7], [28, 11], [29, 22], [30, 14], [31, 30]]",3.936358552891761e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_026,"[[22, 1], [23, 5], [24, 20], [27, 1], [28, 7]]",0.001839908305555582,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_027,"[[23, 28], [26, 4], [28, 16], [29, 27], [31, 8]]",7.802933396305889e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_028,"[[23, 12], [24, 20], [25, 12], [26, 24], [31, 22]]",1.1661963071674109e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_029,"[[22, 12], [24, 7], [25, 25], [26, 18], [30, 2]]",7.273047231137753e-07,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_030,"[[22, 13], [26, 5], [28, 15], [28, 30], [31, 15]]",1.23099162010476e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_031,"[[25, 1], [26, 24], [27, 22], [28, 27], [29, 24]]",2.3424290702678263e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_032,"[[23, 18], [24, 27], [26, 22], [27, 25], [31, 30]]",4.777612048201263e-07,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_033,"[[25, 10], [28, 1], [29, 20], [30, 23], [31, 4]]",2.2311010980047286e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_034,"[[24, 29], [26, 2], [28, 19], [29, 17], [30, 31]]",7.743228343315423e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_035,"[[23, 28], [27, 3], [28, 14], [28, 20], [31, 18]]",2.298575964232441e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_036,"[[23, 5], [24, 13], [24, 18], [25, 4], [27, 24]]",0.0017692639958113432,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_037,"[[22, 30], [23, 16], [25, 8], [27, 18], [30, 8]]",5.7355500757694244e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_038,"[[22, 1], [24, 12], [25, 19], [26, 14], [26, 18]]",1.1151598300784826e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_039,"[[27, 10], [27, 27], [28, 7], [31, 5], [31, 9]]",9.019691788125783e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_040,"[[22, 3], [24, 0], [25, 11], [29, 8], [30, 1]]",1.1343596270307899e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_041,"[[24, 7], [29, 8], [29, 15], [30, 28], [31, 24]]",1.2920449080411345e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_042,"[[22, 31], [23, 10], [30, 0], [31, 20], [31, 28]]",1.4874618500471115e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_043,"[[23, 29], [24, 2], [26, 8], [30, 0], [31, 24]]",3.667123382911086e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_044,"[[22, 9], [24, 27], [26, 15], [26, 27], [30, 28]]",3.296416252851486e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_045,"[[23, 12], [26, 20], [28, 22], [29, 0], [31, 31]]",2.0224368199706078e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_046,"[[23, 3], [24, 3], [26, 12], [29, 19], [31, 11]]",2.369866706430912e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_047,"[[24, 11], [24, 23], [26, 1], [26, 17], [26, 25]]",3.079138696193695e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_048,"[[24, 22], [29, 16], [29, 18], [30, 16], [30, 26]]",1.7374230083078146e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_049,"[[25, 4], [27, 9], [28, 9], [30, 17], [31, 26]]",3.6850397009402514e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_050,"[[22, 13], [25, 23], [27, 3], [29, 28], [31, 24]]",4.795794666279107e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_051,"[[22, 7], [23, 18], [24, 22], [29, 5], [31, 29]]",7.235830707941204e-07,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_052,"[[24, 20], [26, 25], [27, 13], [28, 10], [29, 27]]",7.130700396373868e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_053,"[[22, 24], [26, 17], [26, 22], [27, 17], [31, 10]]",1.5700788935646415e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_054,"[[23, 30], [24, 5], [25, 30], [26, 15], [28, 2]]",2.1825762814842165e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_055,"[[25, 22], [28, 24], [29, 12], [31, 16], [31, 21]]",7.391186954919249e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_056,"[[23, 29], [24, 15], [26, 22], [28, 31], [30, 2]]",9.272643364965916e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_057,"[[22, 21], [25, 15], [28, 1], [28, 4], [28, 30]]",9.741605026647449e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_058,"[[22, 1], [26, 16], [26, 26], [29, 17], [31, 29]]",1.6543599485885352e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_059,"[[24, 2], [24, 31], [27, 11], [29, 27], [30, 25]]",1.004115620162338e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_060,"[[22, 6], [27, 3], [27, 21], [28, 30], [31, 4]]",0.00032479094807058573,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_061,"[[23, 4], [24, 29], [26, 9], [30, 24], [31, 12]]",1.47323589771986e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_062,"[[22, 31], [23, 28], [25, 6], [27, 12], [29, 25]]",2.612199750728905e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_063,"[[24, 7], [27, 3], [27, 17], [27, 31], [28, 23]]",1.3331155059859157e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_064,"[[26, 7], [26, 30], [28, 30], [29, 9], [31, 11]]",1.1243741028010845e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_065,"[[22, 23], [26, 7], [27, 18], [27, 31], [28, 25]]",2.5332628865726292e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_066,"[[28, 25], [29, 5], [29, 17], [29, 25], [30, 5]]",5.4585980251431465e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_067,"[[23, 15], [24, 31], [27, 8], [28, 29], [30, 4]]",1.624089782126248e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_068,"[[25, 25], [26, 9], [28, 8], [28, 29], [30, 20]]",1.5824043657630682e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_069,"[[22, 21], [23, 7], [25, 0], [27, 2], [29, 1]]",8.811475709080696e-07,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_070,"[[22, 17], [23, 15], [23, 23], [28, 25], [29, 0]]",2.0534469513222575e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_071,"[[24, 29], [25, 30], [28, 19], [29, 14], [30, 26]]",7.01210810802877e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_072,"[[23, 15], [26, 9], [26, 14], [26, 28], [30, 13]]",2.004409907385707e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_073,"[[24, 6], [26, 10], [28, 3], [29, 10], [30, 26]]",2.3202737793326378e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_074,"[[22, 3], [22, 6], [28, 11], [29, 2], [29, 22]]",2.279115142300725e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_075,"[[22, 24], [24, 12], [26, 18], [27, 14], [30, 31]]",9.531388059258461e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_076,"[[24, 4], [29, 1], [29, 25], [30, 19], [31, 18]]",2.7837377274408937e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_077,"[[23, 14], [24, 2], [24, 17], [25, 5], [27, 18]]",6.021029548719525e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_078,"[[22, 29], [29, 1], [29, 2], [29, 5], [31, 16]]",1.6164049156941473e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_079,"[[26, 7], [26, 21], [26, 27], [28, 9], [28, 20]]",5.989240889903158e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_080,"[[24, 1], [28, 22], [30, 22], [31, 4], [31, 7]]",5.5135751608759165e-06,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_081,"[[22, 19], [25, 25], [26, 19], [27, 6], [31, 29]]",1.0632327757775784e-05,False,3,1.3862943611198906
accessible_authentication,pythia-2.8b,natural,random_082,"[[24, 1], [24, 11], [25, 22], [25, 28], [27, 15]]",2.1021231077611446e-05,False,3,1.3862943611198906
