compound,p95_relative,bigram_count,family,model,condition,log_frequency
text_spacing,0.0074886720394715485,615,gpt2,gpt2-xl,natural,6.423246963533519
tool_tip,0.004908501263707855,17356,gpt2,gpt2-xl,natural,9.761751162220882
touch_target,0.005410663853399438,1114,gpt2,gpt2-xl,natural,7.016609683894219
tree_grid,0.006461298069916581,865,gpt2,gpt2-xl,natural,6.763884908562435
universal_design,0.007429065858013877,9030,gpt2,gpt2-xl,natural,9.108418382250798
accessibility_tree,0.007568431412801123,1307,gpt2,gpt2-xl,uniform,7.176254532017144
accessible_authentication,0.006942187109962021,3,gpt2,gpt2-xl,uniform,1.3862943611198906
accessible_description,0.008657561289146494,716,gpt2,gpt2-xl,uniform,6.57507584059962
accessible_name,0.006169878598302514,1619,gpt2,gpt2-xl,uniform,7.3901814282264295
alt_text,0.004781260131858244,23306,gpt2,gpt2-xl,uniform,10.056509023618531
audio_description,0.00778550426475698,4691,gpt2,gpt2-xl,uniform,8.453614209773367
character_key,0.007092794706113617,1974,gpt2,gpt2-xl,uniform,7.5883236773352225
closed_captions,0.0032818347332067054,7942,gpt2,gpt2-xl,uniform,8.980046316633132
cognitive_disabilities,0.0045642932876943975,10189,gpt2,gpt2-xl,uniform,9.229162126216771
color_contrast,0.0067548139952122695,20112,gpt2,gpt2-xl,uniform,9.909121651153221
combo_box,0.0058246650267391575,50410,gpt2,gpt2-xl,uniform,10.827964684213782
consistent_help,0.005679371207952416,504,gpt2,gpt2-xl,uniform,6.22455842927536
decorative_image,0.00732746259309347,749,gpt2,gpt2-xl,uniform,6.620073206530356
drag_movement,0.0050271635875104624,328,gpt2,gpt2-xl,uniform,5.796057750765372
error_identification,0.005210112361237377,1566,gpt2,gpt2-xl,uniform,7.356918242356021
focus_appearance,0.005049441452138089,102,gpt2,gpt2-xl,uniform,4.634728988229636
focus_indicator,0.0057946084765716785,1261,gpt2,gpt2-xl,uniform,7.140453043101158
focus_management,0.004985076026059645,989,gpt2,gpt2-xl,uniform,6.897704943128636
form_field,0.0069074846571311,51864,gpt2,gpt2-xl,uniform,10.856399467865929
informative_image,0.005883672647178074,520,gpt2,gpt2-xl,uniform,6.255750041753367
input_purpose,0.00932456180453297,53,gpt2,gpt2-xl,uniform,3.9889840465642745
keyboard_interaction,0.0075014009140431165,1073,gpt2,gpt2-xl,uniform,6.97914527506881
keyboard_navigation,0.010912824049591957,8050,gpt2,gpt2-xl,uniform,8.993551586299981
landmark_region,0.004018380492925567,128,gpt2,gpt2-xl,uniform,4.859812404361672
live_region,0.006257808301597727,1112,gpt2,gpt2-xl,uniform,7.014814351275545
low_vision,0.0023455824586562143,36811,gpt2,gpt2-xl,uniform,10.513579157958748
menu_bar,0.0065606930525972705,106878,gpt2,gpt2-xl,uniform,11.579452632439278
pointer_cancellation,0.007636929955333413,2,gpt2,gpt2-xl,uniform,1.0986122886681098
radio_group,0.0059329009614884345,6694,gpt2,gpt2-xl,uniform,8.809116258125274
reading_order,0.004768311139196084,9225,gpt2,gpt2-xl,uniform,9.129780864117766
redundant_entry,0.007467766338959235,205,gpt2,gpt2-xl,uniform,5.327876168789581
responsive_design,0.009111558878794295,35628,gpt2,gpt2-xl,uniform,10.4809151919697
screen_reader,0.0033967363531700883,32100,gpt2,gpt2-xl,uniform,10.376642461280849
section_heading,0.004111546766944149,6949,gpt2,gpt2-xl,uniform,8.846496938558838
semantic_html,0.014592423243448078,2595,gpt2,gpt2-xl,uniform,7.86172707782398
semantic_markup,0.008436230802908444,4776,gpt2,gpt2-xl,uniform,8.471568013389962
sensory_characteristics,0.00676148282364006,11206,gpt2,gpt2-xl,uniform,9.324293862052029
sign_language,0.0039649663260205885,113936,gpt2,gpt2-xl,uniform,11.643400943040573
skip_link,0.007360011502169062,662,gpt2,gpt2-xl,uniform,6.4967749901858625
status_message,0.005055927368812207,20367,gpt2,gpt2-xl,uniform,9.921720320797188
tab_panel,0.004521183623000935,3519,gpt2,gpt2-xl,uniform,8.166216268592143
target_size,0.0039442145498468735,21981,gpt2,gpt2-xl,uniform,9.997979215628845
text_alternative,0.006805087416432755,1852,gpt2,gpt2-xl,uniform,7.52456122628536
text_formatting,0.007800548919476471,28514,gpt2,gpt2-xl,uniform,10.258185543590638
text_spacing,0.005898380372673244,615,gpt2,gpt2-xl,uniform,6.423246963533519
tool_tip,0.004908501263707855,17356,gpt2,gpt2-xl,uniform,9.761751162220882
touch_target,0.005410663853399438,1114,gpt2,gpt2-xl,uniform,7.016609683894219
tree_grid,0.006461298069916581,865,gpt2,gpt2-xl,uniform,6.763884908562435
universal_design,0.0071547170868142594,9030,gpt2,gpt2-xl,uniform,9.108418382250798
accessibility_tree,0.09272381514310829,1307,olmo,OLMo-2-0425-1B,natural,7.176254532017144
accessible_authentication,0.13480116501450537,3,olmo,OLMo-2-0425-1B,natural,1.3862943611198906
accessible_description,0.08168551288545121,716,olmo,OLMo-2-0425-1B,natural,6.57507584059962
accessible_name,0.111139328405261,1619,olmo,OLMo-2-0425-1B,natural,7.3901814282264295
alt_text,0.058503399603068724,23306,olmo,OLMo-2-0425-1B,natural,10.056509023618531
audio_description,0.0890991318970918,4691,olmo,OLMo-2-0425-1B,natural,8.453614209773367
character_key,0.097820409014821,1974,olmo,OLMo-2-0425-1B,natural,7.5883236773352225
closed_captions,0.1331795714795589,7942,olmo,OLMo-2-0425-1B,natural,8.980046316633132
cognitive_disabilities,0.11288217380642881,10189,olmo,OLMo-2-0425-1B,natural,9.229162126216771
color_contrast,0.15900151655077918,20112,olmo,OLMo-2-0425-1B,natural,9.909121651153221
combo_box,0.09855473004281516,50410,olmo,OLMo-2-0425-1B,natural,10.827964684213782
consistent_help,0.12805013060569753,504,olmo,OLMo-2-0425-1B,natural,6.22455842927536
decorative_image,0.12032819949090474,749,olmo,OLMo-2-0425-1B,natural,6.620073206530356
drag_movement,0.1319190867245197,328,olmo,OLMo-2-0425-1B,natural,5.796057750765372
error_identification,0.17773791849613185,1566,olmo,OLMo-2-0425-1B,natural,7.356918242356021
focus_appearance,0.10985092930495738,102,olmo,OLMo-2-0425-1B,natural,4.634728988229636
focus_indicator,0.09656402505934228,1261,olmo,OLMo-2-0425-1B,natural,7.140453043101158
focus_management,0.1694960467517375,989,olmo,OLMo-2-0425-1B,natural,6.897704943128636
form_field,0.08664281703531741,51864,olmo,OLMo-2-0425-1B,natural,10.856399467865929
informative_image,0.11738377101719369,520,olmo,OLMo-2-0425-1B,natural,6.255750041753367
input_purpose,0.10493054054677481,53,olmo,OLMo-2-0425-1B,natural,3.9889840465642745
keyboard_interaction,0.09444647878408421,1073,olmo,OLMo-2-0425-1B,natural,6.97914527506881
keyboard_navigation,0.14666316285729397,8050,olmo,OLMo-2-0425-1B,natural,8.993551586299981
landmark_region,0.13904476091265675,128,olmo,OLMo-2-0425-1B,natural,4.859812404361672
live_region,0.14116370752453802,1112,olmo,OLMo-2-0425-1B,natural,7.014814351275545
low_vision,0.16488387957215303,36811,olmo,OLMo-2-0425-1B,natural,10.513579157958748
menu_bar,0.09403018392622464,106878,olmo,OLMo-2-0425-1B,natural,11.579452632439278
pointer_cancellation,0.17589446008205403,2,olmo,OLMo-2-0425-1B,natural,1.0986122886681098
radio_group,0.1352790229022502,6694,olmo,OLMo-2-0425-1B,natural,8.809116258125274
reading_order,0.1771691411733627,9225,olmo,OLMo-2-0425-1B,natural,9.129780864117766
redundant_entry,0.12419787086546413,205,olmo,OLMo-2-0425-1B,natural,5.327876168789581
responsive_design,0.16268967688083644,35628,olmo,OLMo-2-0425-1B,natural,10.4809151919697
screen_reader,0.0635799888521432,32100,olmo,OLMo-2-0425-1B,natural,10.376642461280849
section_heading,0.07261797562241552,6949,olmo,OLMo-2-0425-1B,natural,8.846496938558838
semantic_html,0.14846687987446783,2595,olmo,OLMo-2-0425-1B,natural,7.86172707782398
semantic_markup,0.12262207679450499,4776,olmo,OLMo-2-0425-1B,natural,8.471568013389962
sensory_characteristics,0.09476464539766304,11206,olmo,OLMo-2-0425-1B,natural,9.324293862052029
sign_language,0.12749762833118436,113936,olmo,OLMo-2-0425-1B,natural,11.643400943040573
skip_link,0.11972282826900477,662,olmo,OLMo-2-0425-1B,natural,6.4967749901858625
status_message,0.07665951736271373,20367,olmo,OLMo-2-0425-1B,natural,9.921720320797188
tab_panel,0.0847483083605766,3519,olmo,OLMo-2-0425-1B,natural,8.166216268592143
target_size,0.11864956393837923,21981,olmo,OLMo-2-0425-1B,natural,9.997979215628845
text_alternative,0.1061848320066928,1852,olmo,OLMo-2-0425-1B,natural,7.52456122628536
text_formatting,0.13380375280976284,28514,olmo,OLMo-2-0425-1B,natural,10.258185543590638
text_spacing,0.13973487466573703,615,olmo,OLMo-2-0425-1B,natural,6.423246963533519
tool_tip,0.10039991885423658,17356,olmo,OLMo-2-0425-1B,natural,9.761751162220882
touch_target,0.0875976376235485,1114,olmo,OLMo-2-0425-1B,natural,7.016609683894219
tree_grid,0.10207812301814553,865,olmo,OLMo-2-0425-1B,natural,6.763884908562435
universal_design,0.13956323787569985,9030,olmo,OLMo-2-0425-1B,natural,9.108418382250798
accessibility_tree,0.09207599423825732,1307,olmo,OLMo-2-0425-1B,uniform,7.176254532017144
accessible_authentication,0.09170950539410107,3,olmo,OLMo-2-0425-1B,uniform,1.3862943611198906
accessible_description,0.08639240190386763,716,olmo,OLMo-2-0425-1B,uniform,6.57507584059962
accessible_name,0.1080728374421596,1619,olmo,OLMo-2-0425-1B,uniform,7.3901814282264295
alt_text,0.1368471451103686,23306,olmo,OLMo-2-0425-1B,uniform,10.056509023618531
audio_description,0.08375575505197037,4691,olmo,OLMo-2-0425-1B,uniform,8.453614209773367
character_key,0.097820409014821,1974,olmo,OLMo-2-0425-1B,uniform,7.5883236773352225
closed_captions,0.10486686751246449,7942,olmo,OLMo-2-0425-1B,uniform,8.980046316633132
cognitive_disabilities,0.08449346870183938,10189,olmo,OLMo-2-0425-1B,uniform,9.229162126216771
color_contrast,0.08061650879681102,20112,olmo,OLMo-2-0425-1B,uniform,9.909121651153221
combo_box,0.09855473004281516,50410,olmo,OLMo-2-0425-1B,uniform,10.827964684213782
consistent_help,0.13963454365730274,504,olmo,OLMo-2-0425-1B,uniform,6.22455842927536
decorative_image,0.12032819949090474,749,olmo,OLMo-2-0425-1B,uniform,6.620073206530356
drag_movement,0.1319190867245197,328,olmo,OLMo-2-0425-1B,uniform,5.796057750765372
error_identification,0.11698498129844663,1566,olmo,OLMo-2-0425-1B,uniform,7.356918242356021
focus_appearance,0.10985092930495738,102,olmo,OLMo-2-0425-1B,uniform,4.634728988229636
focus_indicator,0.09656402505934228,1261,olmo,OLMo-2-0425-1B,uniform,7.140453043101158
focus_management,0.11535693481564513,989,olmo,OLMo-2-0425-1B,uniform,6.897704943128636
form_field,0.08664281703531741,51864,olmo,OLMo-2-0425-1B,uniform,10.856399467865929
informative_image,0.11656766124069681,520,olmo,OLMo-2-0425-1B,uniform,6.255750041753367
input_purpose,0.12035391032695766,53,olmo,OLMo-2-0425-1B,uniform,3.9889840465642745
keyboard_interaction,0.09444647878408421,1073,olmo,OLMo-2-0425-1B,uniform,6.97914527506881
keyboard_navigation,0.10801608785986895,8050,olmo,OLMo-2-0425-1B,uniform,8.993551586299981
landmark_region,0.13904476091265675,128,olmo,OLMo-2-0425-1B,uniform,4.859812404361672
live_region,0.14116370752453802,1112,olmo,OLMo-2-0425-1B,uniform,7.014814351275545
low_vision,0.07900658436119548,36811,olmo,OLMo-2-0425-1B,uniform,10.513579157958748
menu_bar,0.09403018392622464,106878,olmo,OLMo-2-0425-1B,uniform,11.579452632439278
pointer_cancellation,0.10614679642021649,2,olmo,OLMo-2-0425-1B,uniform,1.0986122886681098
radio_group,0.1352790229022502,6694,olmo,OLMo-2-0425-1B,uniform,8.809116258125274
reading_order,0.06826117858290662,9225,olmo,OLMo-2-0425-1B,uniform,9.129780864117766
redundant_entry,0.12419787086546413,205,olmo,OLMo-2-0425-1B,uniform,5.327876168789581
responsive_design,0.10549773499369612,35628,olmo,OLMo-2-0425-1B,uniform,10.4809151919697
screen_reader,0.0635799888521432,32100,olmo,OLMo-2-0425-1B,uniform,10.376642461280849
section_heading,0.07261797562241552,6949,olmo,OLMo-2-0425-1B,uniform,8.846496938558838
semantic_html,0.12319936677813521,2595,olmo,OLMo-2-0425-1B,uniform,7.86172707782398
semantic_markup,0.0881185106933116,4776,olmo,OLMo-2-0425-1B,uniform,8.471568013389962
sensory_characteristics,0.1005336470901965,11206,olmo,OLMo-2-0425-1B,uniform,9.324293862052029
sign_language,0.0829803351312875,113936,olmo,OLMo-2-0425-1B,uniform,11.643400943040573
skip_link,0.11972282826900477,662,olmo,OLMo-2-0425-1B,uniform,6.4967749901858625
status_message,0.07665951736271373,20367,olmo,OLMo-2-0425-1B,uniform,9.921720320797188
tab_panel,0.0847483083605766,3519,olmo,OLMo-2-0425-1B,uniform,8.166216268592143
target_size,0.11864956393837923,21981,olmo,OLMo-2-0425-1B,uniform,9.997979215628845
text_alternative,0.1061848320066928,1852,olmo,OLMo-2-0425-1B,uniform,7.52456122628536
text_formatting,0.09709239564836018,28514,olmo,OLMo-2-0425-1B,uniform,10.258185543590638
text_spacing,0.07911838851869096,615,olmo,OLMo-2-0425-1B,uniform,6.423246963533519
tool_tip,0.10039991885423658,17356,olmo,OLMo-2-0425-1B,uniform,9.761751162220882
touch_target,0.0875976376235485,1114,olmo,OLMo-2-0425-1B,uniform,7.016609683894219
tree_grid,0.10207812301814553,865,olmo,OLMo-2-0425-1B,uniform,6.763884908562435
universal_design,0.1050723813474178,9030,olmo,OLMo-2-0425-1B,uniform,9.108418382250798
accessibility_tree,0.07903243526816366,1307,olmo,OLMo-2-1124-13B,natural,7.176254532017144
accessible_authentication,0.15802417770028107,3,olmo,OLMo-2-1124-13B,natural,1.3862943611198906
accessible_description,0.08955394364893433,716,olmo,OLMo-2-1124-13B,natural,6.57507584059962
accessible_name,0.06318100206553934,1619,olmo,OLMo-2-1124-13B,natural,7.3901814282264295
alt_text,0.058351844176649854,23306,olmo,OLMo-2-1124-13B,natural,10.056509023618531
audio_description,0.07077175043523296,4691,olmo,OLMo-2-1124-13B,natural,8.453614209773367
character_key,0.09010626561939715,1974,olmo,OLMo-2-1124-13B,natural,7.5883236773352225
closed_captions,0.08003552779555285,7942,olmo,OLMo-2-1124-13B,natural,8.980046316633132
cognitive_disabilities,0.07952201329171643,10189,olmo,OLMo-2-1124-13B,natural,9.229162126216771
color_contrast,0.11272121220827085,20112,olmo,OLMo-2-1124-13B,natural,9.909121651153221
combo_box,0.06779737472534128,50410,olmo,OLMo-2-1124-13B,natural,10.827964684213782
consistent_help,0.10180227123200883,504,olmo,OLMo-2-1124-13B,natural,6.22455842927536
decorative_image,0.1034252323210238,749,olmo,OLMo-2-1124-13B,natural,6.620073206530356
drag_movement,0.11584995388984665,328,olmo,OLMo-2-1124-13B,natural,5.796057750765372
error_identification,0.12778080627322194,1566,olmo,OLMo-2-1124-13B,natural,7.356918242356021
focus_appearance,0.11628592945635302,102,olmo,OLMo-2-1124-13B,natural,4.634728988229636
focus_indicator,0.09337915740907189,1261,olmo,OLMo-2-1124-13B,natural,7.140453043101158
focus_management,0.12531808912754006,989,olmo,OLMo-2-1124-13B,natural,6.897704943128636
form_field,0.07708135880529866,51864,olmo,OLMo-2-1124-13B,natural,10.856399467865929
informative_image,0.08209970593452454,520,olmo,OLMo-2-1124-13B,natural,6.255750041753367
input_purpose,0.11828956417739382,53,olmo,OLMo-2-1124-13B,natural,3.9889840465642745
keyboard_interaction,0.0889020569622512,1073,olmo,OLMo-2-1124-13B,natural,6.97914527506881
keyboard_navigation,0.10750816762447339,8050,olmo,OLMo-2-1124-13B,natural,8.993551586299981
landmark_region,0.09496270455420007,128,olmo,OLMo-2-1124-13B,natural,4.859812404361672
live_region,0.07077804058790177,1112,olmo,OLMo-2-1124-13B,natural,7.014814351275545
low_vision,0.09938891120254932,36811,olmo,OLMo-2-1124-13B,natural,10.513579157958748
menu_bar,0.12128558382391907,106878,olmo,OLMo-2-1124-13B,natural,11.579452632439278
pointer_cancellation,0.13983331546187375,2,olmo,OLMo-2-1124-13B,natural,1.0986122886681098
radio_group,0.103159538656473,6694,olmo,OLMo-2-1124-13B,natural,8.809116258125274
reading_order,0.13443924635648685,9225,olmo,OLMo-2-1124-13B,natural,9.129780864117766
redundant_entry,0.09508533850312226,205,olmo,OLMo-2-1124-13B,natural,5.327876168789581
responsive_design,0.1483091376721857,35628,olmo,OLMo-2-1124-13B,natural,10.4809151919697
screen_reader,0.07045444175600982,32100,olmo,OLMo-2-1124-13B,natural,10.376642461280849
section_heading,0.07729001902043818,6949,olmo,OLMo-2-1124-13B,natural,8.846496938558838
semantic_html,0.169577048718929,2595,olmo,OLMo-2-1124-13B,natural,7.86172707782398
semantic_markup,0.1459159463644027,4776,olmo,OLMo-2-1124-13B,natural,8.471568013389962
sensory_characteristics,0.06232602018862962,11206,olmo,OLMo-2-1124-13B,natural,9.324293862052029
sign_language,0.06879708804190152,113936,olmo,OLMo-2-1124-13B,natural,11.643400943040573
skip_link,0.06572855226695534,662,olmo,OLMo-2-1124-13B,natural,6.4967749901858625
status_message,0.07872605696320525,20367,olmo,OLMo-2-1124-13B,natural,9.921720320797188
tab_panel,0.071761605888605,3519,olmo,OLMo-2-1124-13B,natural,8.166216268592143
target_size,0.11509804166853417,21981,olmo,OLMo-2-1124-13B,natural,9.997979215628845
text_alternative,0.07747919037938111,1852,olmo,OLMo-2-1124-13B,natural,7.52456122628536
text_formatting,0.11039466410875311,28514,olmo,OLMo-2-1124-13B,natural,10.258185543590638
text_spacing,0.09942583590745917,615,olmo,OLMo-2-1124-13B,natural,6.423246963533519
tool_tip,0.07738529108464708,17356,olmo,OLMo-2-1124-13B,natural,9.761751162220882
touch_target,0.07482618913054456,1114,olmo,OLMo-2-1124-13B,natural,7.016609683894219
tree_grid,0.10842873863875847,865,olmo,OLMo-2-1124-13B,natural,6.763884908562435
universal_design,0.11022648401558387,9030,olmo,OLMo-2-1124-13B,natural,9.108418382250798
accessibility_tree,0.07406534589827042,1307,olmo,OLMo-2-1124-13B,uniform,7.176254532017144
accessible_authentication,0.09262724034488148,3,olmo,OLMo-2-1124-13B,uniform,1.3862943611198906
accessible_description,0.08469120040535917,716,olmo,OLMo-2-1124-13B,uniform,6.57507584059962
accessible_name,0.06918384395539758,1619,olmo,OLMo-2-1124-13B,uniform,7.3901814282264295
alt_text,0.07205930314958087,23306,olmo,OLMo-2-1124-13B,uniform,10.056509023618531
audio_description,0.08128336779773229,4691,olmo,OLMo-2-1124-13B,uniform,8.453614209773367
character_key,0.09010626561939715,1974,olmo,OLMo-2-1124-13B,uniform,7.5883236773352225
closed_captions,0.06756470128893845,7942,olmo,OLMo-2-1124-13B,uniform,8.980046316633132
cognitive_disabilities,0.08440971113741387,10189,olmo,OLMo-2-1124-13B,uniform,9.229162126216771
color_contrast,0.08904866278171518,20112,olmo,OLMo-2-1124-13B,uniform,9.909121651153221
combo_box,0.06779737472534128,50410,olmo,OLMo-2-1124-13B,uniform,10.827964684213782
consistent_help,0.08683953918516629,504,olmo,OLMo-2-1124-13B,uniform,6.22455842927536
decorative_image,0.1034252323210238,749,olmo,OLMo-2-1124-13B,uniform,6.620073206530356
drag_movement,0.11584995388984665,328,olmo,OLMo-2-1124-13B,uniform,5.796057750765372
error_identification,0.08541554957628239,1566,olmo,OLMo-2-1124-13B,uniform,7.356918242356021
focus_appearance,0.11628592945635302,102,olmo,OLMo-2-1124-13B,uniform,4.634728988229636
focus_indicator,0.09337915740907189,1261,olmo,OLMo-2-1124-13B,uniform,7.140453043101158
focus_management,0.10036865472793562,989,olmo,OLMo-2-1124-13B,uniform,6.897704943128636
form_field,0.07708135880529866,51864,olmo,OLMo-2-1124-13B,uniform,10.856399467865929
informative_image,0.0809954743832348,520,olmo,OLMo-2-1124-13B,uniform,6.255750041753367
input_purpose,0.14692801907658568,53,olmo,OLMo-2-1124-13B,uniform,3.9889840465642745
keyboard_interaction,0.0889020569622512,1073,olmo,OLMo-2-1124-13B,uniform,6.97914527506881
keyboard_navigation,0.10203087031841249,8050,olmo,OLMo-2-1124-13B,uniform,8.993551586299981
landmark_region,0.09496270455420007,128,olmo,OLMo-2-1124-13B,uniform,4.859812404361672
live_region,0.07077804058790177,1112,olmo,OLMo-2-1124-13B,uniform,7.014814351275545
low_vision,0.06835472062230102,36811,olmo,OLMo-2-1124-13B,uniform,10.513579157958748
menu_bar,0.12128558382391907,106878,olmo,OLMo-2-1124-13B,uniform,11.579452632439278
pointer_cancellation,0.07502927631139751,2,olmo,OLMo-2-1124-13B,uniform,1.0986122886681098
radio_group,0.103159538656473,6694,olmo,OLMo-2-1124-13B,uniform,8.809116258125274
reading_order,0.0699606556445357,9225,olmo,OLMo-2-1124-13B,uniform,9.129780864117766
redundant_entry,0.09508533850312226,205,olmo,OLMo-2-1124-13B,uniform,5.327876168789581
responsive_design,0.11904200501739942,35628,olmo,OLMo-2-1124-13B,uniform,10.4809151919697
screen_reader,0.07045444175600982,32100,olmo,OLMo-2-1124-13B,uniform,10.376642461280849
section_heading,0.07729001902043818,6949,olmo,OLMo-2-1124-13B,uniform,8.846496938558838
semantic_html,0.12271728590130776,2595,olmo,OLMo-2-1124-13B,uniform,7.86172707782398
semantic_markup,0.128640425950288,4776,olmo,OLMo-2-1124-13B,uniform,8.471568013389962
sensory_characteristics,0.09337800703942767,11206,olmo,OLMo-2-1124-13B,uniform,9.324293862052029
sign_language,0.07376727685332246,113936,olmo,OLMo-2-1124-13B,uniform,11.643400943040573
skip_link,0.06572855226695534,662,olmo,OLMo-2-1124-13B,uniform,6.4967749901858625
status_message,0.07872605696320525,20367,olmo,OLMo-2-1124-13B,uniform,9.921720320797188
tab_panel,0.071761605888605,3519,olmo,OLMo-2-1124-13B,uniform,8.166216268592143
target_size,0.11509804166853417,21981,olmo,OLMo-2-1124-13B,uniform,9.997979215628845
text_alternative,0.07747919037938111,1852,olmo,OLMo-2-1124-13B,uniform,7.52456122628536
text_formatting,0.10122103989124298,28514,olmo,OLMo-2-1124-13B,uniform,10.258185543590638
text_spacing,0.08085465207695955,615,olmo,OLMo-2-1124-13B,uniform,6.423246963533519
tool_tip,0.07738529108464708,17356,olmo,OLMo-2-1124-13B,uniform,9.761751162220882
touch_target,0.07482618913054456,1114,olmo,OLMo-2-1124-13B,uniform,7.016609683894219
tree_grid,0.10842873863875847,865,olmo,OLMo-2-1124-13B,uniform,6.763884908562435
universal_design,0.08671580255031551,9030,olmo,OLMo-2-1124-13B,uniform,9.108418382250798
accessibility_tree,0.04852219428867101,1307,olmo,OLMo-2-1124-7B,natural,7.176254532017144
accessible_authentication,0.1048343729227781,3,olmo,OLMo-2-1124-7B,natural,1.3862943611198906
accessible_description,0.05589914768934241,716,olmo,OLMo-2-1124-7B,natural,6.57507584059962
accessible_name,0.04979057181626562,1619,olmo,OLMo-2-1124-7B,natural,7.3901814282264295
alt_text,0.03544260729104279,23306,olmo,OLMo-2-1124-7B,natural,10.056509023618531
audio_description,0.044915671646594935,4691,olmo,OLMo-2-1124-7B,natural,8.453614209773367
character_key,0.06570567898452277,1974,olmo,OLMo-2-1124-7B,natural,7.5883236773352225
closed_captions,0.06808800138533111,7942,olmo,OLMo-2-1124-7B,natural,8.980046316633132
cognitive_disabilities,0.042944914288818886,10189,olmo,OLMo-2-1124-7B,natural,9.229162126216771
color_contrast,0.08788184672594065,20112,olmo,OLMo-2-1124-7B,natural,9.909121651153221
combo_box,0.03691823240369553,50410,olmo,OLMo-2-1124-7B,natural,10.827964684213782
consistent_help,0.07140862569212914,504,olmo,OLMo-2-1124-7B,natural,6.22455842927536
decorative_image,0.04451545085757966,749,olmo,OLMo-2-1124-7B,natural,6.620073206530356
drag_movement,0.06647758260369296,328,olmo,OLMo-2-1124-7B,natural,5.796057750765372
error_identification,0.09685693830251692,1566,olmo,OLMo-2-1124-7B,natural,7.356918242356021
focus_appearance,0.06386249363422387,102,olmo,OLMo-2-1124-7B,natural,4.634728988229636
focus_indicator,0.04232065454125406,1261,olmo,OLMo-2-1124-7B,natural,7.140453043101158
focus_management,0.08305837251245975,989,olmo,OLMo-2-1124-7B,natural,6.897704943128636
form_field,0.047296037897467606,51864,olmo,OLMo-2-1124-7B,natural,10.856399467865929
informative_image,0.07542347311973567,520,olmo,OLMo-2-1124-7B,natural,6.255750041753367
input_purpose,0.08864802755415434,53,olmo,OLMo-2-1124-7B,natural,3.9889840465642745
keyboard_interaction,0.05930955484509462,1073,olmo,OLMo-2-1124-7B,natural,6.97914527506881
keyboard_navigation,0.08638951480388637,8050,olmo,OLMo-2-1124-7B,natural,8.993551586299981
landmark_region,0.06587428376078602,128,olmo,OLMo-2-1124-7B,natural,4.859812404361672
live_region,0.050276426598429645,1112,olmo,OLMo-2-1124-7B,natural,7.014814351275545
low_vision,0.06286033336073166,36811,olmo,OLMo-2-1124-7B,natural,10.513579157958748
menu_bar,0.06310545802116391,106878,olmo,OLMo-2-1124-7B,natural,11.579452632439278
pointer_cancellation,0.13510132133960728,2,olmo,OLMo-2-1124-7B,natural,1.0986122886681098
radio_group,0.06648753583431241,6694,olmo,OLMo-2-1124-7B,natural,8.809116258125274
reading_order,0.10411472767591473,9225,olmo,OLMo-2-1124-7B,natural,9.129780864117766
redundant_entry,0.07459569685161112,205,olmo,OLMo-2-1124-7B,natural,5.327876168789581
responsive_design,0.14545801132917408,35628,olmo,OLMo-2-1124-7B,natural,10.4809151919697
screen_reader,0.03333390802145004,32100,olmo,OLMo-2-1124-7B,natural,10.376642461280849
section_heading,0.045636920817196315,6949,olmo,OLMo-2-1124-7B,natural,8.846496938558838
semantic_html,0.1121023181825876,2595,olmo,OLMo-2-1124-7B,natural,7.86172707782398
semantic_markup,0.08110946118831634,4776,olmo,OLMo-2-1124-7B,natural,8.471568013389962
sensory_characteristics,0.042757321335375256,11206,olmo,OLMo-2-1124-7B,natural,9.324293862052029
sign_language,0.05033649262040851,113936,olmo,OLMo-2-1124-7B,natural,11.643400943040573
skip_link,0.06702183969318865,662,olmo,OLMo-2-1124-7B,natural,6.4967749901858625
status_message,0.03714922443032269,20367,olmo,OLMo-2-1124-7B,natural,9.921720320797188
tab_panel,0.03931247852742681,3519,olmo,OLMo-2-1124-7B,natural,8.166216268592143
target_size,0.070698943734169,21981,olmo,OLMo-2-1124-7B,natural,9.997979215628845
text_alternative,0.05115815959870814,1852,olmo,OLMo-2-1124-7B,natural,7.52456122628536
text_formatting,0.08173215948045251,28514,olmo,OLMo-2-1124-7B,natural,10.258185543590638
text_spacing,0.07462222278118132,615,olmo,OLMo-2-1124-7B,natural,6.423246963533519
tool_tip,0.0642462056130171,17356,olmo,OLMo-2-1124-7B,natural,9.761751162220882
touch_target,0.04054974913597107,1114,olmo,OLMo-2-1124-7B,natural,7.016609683894219
tree_grid,0.05321053396910424,865,olmo,OLMo-2-1124-7B,natural,6.763884908562435
universal_design,0.1003718521445989,9030,olmo,OLMo-2-1124-7B,natural,9.108418382250798
accessibility_tree,0.04783937260508536,1307,olmo,OLMo-2-1124-7B,uniform,7.176254532017144
accessible_authentication,0.06779964193701744,3,olmo,OLMo-2-1124-7B,uniform,1.3862943611198906
accessible_description,0.05674211066216236,716,olmo,OLMo-2-1124-7B,uniform,6.57507584059962
accessible_name,0.04775171726942054,1619,olmo,OLMo-2-1124-7B,uniform,7.3901814282264295
alt_text,0.059183367155492314,23306,olmo,OLMo-2-1124-7B,uniform,10.056509023618531
audio_description,0.040283418633043744,4691,olmo,OLMo-2-1124-7B,uniform,8.453614209773367
character_key,0.06570567898452277,1974,olmo,OLMo-2-1124-7B,uniform,7.5883236773352225
