family,model,condition,compound,in_frequency_set,word1_tokens,word2_tokens,compound_tokens,word1_spans,word2_spans,word1_pieces,word2_pieces
gpt2,gpt2-medium,uniform,audio_description,True,1,1,2,1,1,"["" audio""]","["" description""]"
gpt2,gpt2-medium,uniform,sign_language,True,1,1,2,1,1,"[""Sign""]","["" language""]"
gpt2,gpt2-medium,uniform,sensory_characteristics,True,3,1,4,1,1,"[""S"", ""ens"", ""ory""]","["" characteristics""]"
gpt2,gpt2-medium,uniform,input_purpose,True,1,1,2,1,1,"["" input""]","["" purpose""]"
gpt2,gpt2-medium,uniform,target_size,True,1,1,2,1,1,"["" target""]","["" size""]"
gpt2,gpt2-medium,uniform,touch_target,True,1,1,2,1,1,"["" touch""]","["" target""]"
gpt2,gpt2-medium,uniform,drag_movement,True,1,1,2,1,1,"["" drag""]","["" movement""]"
gpt2,gpt2-medium,uniform,focus_appearance,True,1,1,2,1,1,"["" focus""]","["" appearance""]"
gpt2,gpt2-medium,uniform,consistent_help,True,2,1,3,1,1,"[""Cons"", ""istent""]","["" help""]"
gpt2,gpt2-medium,uniform,redundant_entry,True,1,1,2,1,1,"["" redundant""]","["" entry""]"
gpt2,gpt2-medium,uniform,accessible_authentication,True,2,1,3,1,1,"[""Access"", ""ible""]","["" authentication""]"
gpt2,gpt2-medium,uniform,text_spacing,True,1,1,2,1,1,"[""Text""]","["" spacing""]"
gpt2,gpt2-medium,uniform,status_message,True,1,1,2,1,1,"["" status""]","["" message""]"
gpt2,gpt2-medium,uniform,error_identification,True,1,1,2,1,1,"[""Error""]","["" identification""]"
gpt2,gpt2-medium,uniform,pointer_cancellation,True,2,1,3,1,1,"[""Po"", ""inter""]","["" cancellation""]"
gpt2,gpt2-medium,uniform,character_key,True,1,1,2,1,1,"["" character""]","["" key""]"
gpt2,gpt2-medium,uniform,accessibility_tree,True,1,1,2,1,1,"["" accessibility""]","["" tree""]"
gpt2,gpt2-medium,uniform,accessible_name,True,1,1,2,1,1,"["" accessible""]","["" name""]"
gpt2,gpt2-medium,uniform,accessible_description,True,1,1,2,1,1,"["" accessible""]","["" description""]"
gpt2,gpt2-medium,uniform,live_region,True,1,1,2,1,1,"["" live""]","["" region""]"
gpt2,gpt2-medium,uniform,tab_panel,True,1,1,2,1,1,"["" tab""]","["" panel""]"
gpt2,gpt2-medium,uniform,radio_group,True,1,1,2,1,1,"["" radio""]","["" group""]"
gpt2,gpt2-medium,uniform,tree_grid,True,1,1,2,1,1,"["" tree""]","["" grid""]"
gpt2,gpt2-medium,uniform,menu_bar,True,1,1,2,1,1,"["" menu""]","["" bar""]"
gpt2,gpt2-medium,uniform,tool_tip,True,1,1,2,1,1,"["" tool""]","["" tip""]"
gpt2,gpt2-medium,uniform,combo_box,True,1,1,2,1,1,"["" combo""]","["" box""]"
gpt2,gpt2-medium,uniform,semantic_markup,True,2,1,3,1,1,"[""Sem"", ""antic""]","["" markup""]"
gpt2,gpt2-medium,uniform,focus_management,True,1,1,2,1,1,"[""Focus""]","["" management""]"
gpt2,gpt2-medium,uniform,reading_order,True,1,1,2,1,1,"[""Reading""]","["" order""]"
gpt2,gpt2-medium,uniform,text_formatting,True,1,1,2,1,1,"[""Text""]","["" formatting""]"
gpt2,gpt2-medium,uniform,form_field,True,1,1,2,1,1,"["" form""]","["" field""]"
gpt2,gpt2-medium,uniform,landmark_region,True,1,1,2,1,1,"["" landmark""]","["" region""]"
gpt2,gpt2-medium,uniform,low_vision,True,1,1,2,1,1,"[""Low""]","["" vision""]"
gpt2,gpt2-medium,uniform,cognitive_disabilities,True,2,1,3,1,1,"[""C"", ""ognitive""]","["" disabilities""]"
gpt2,gpt2-medium,uniform,universal_design,True,1,1,2,1,1,"[""Universal""]","["" design""]"
gpt2,gpt2-medium,uniform,decorative_image,True,1,1,2,1,1,"["" decorative""]","["" image""]"
gpt2,gpt2-medium,uniform,informative_image,True,1,1,2,1,1,"["" informative""]","["" image""]"
gpt2,gpt2-medium,uniform,responsive_design,True,3,1,4,1,1,"[""Resp"", ""ons"", ""ive""]","["" design""]"
gpt2,gpt2-medium,uniform,empty_link,False,1,1,2,1,1,"["" empty""]","["" link""]"
gpt2,gpt2-xl,natural,screen_reader,True,1,1,2,1,1,"["" screen""]","["" reader""]"
gpt2,gpt2-xl,natural,alt_text,True,1,1,2,1,1,"["" alt""]","["" text""]"
gpt2,gpt2-xl,natural,skip_link,True,1,1,2,1,1,"["" skip""]","["" link""]"
gpt2,gpt2-xl,natural,color_contrast,True,1,1,2,1,1,"[""Color""]","["" contrast""]"
gpt2,gpt2-xl,natural,keyboard_navigation,True,2,1,3,1,1,"[""Key"", ""board""]","["" navigation""]"
gpt2,gpt2-xl,natural,closed_captions,True,2,2,4,1,1,"[""Cl"", ""osed""]","["" capt"", ""ions""]"
gpt2,gpt2-xl,natural,focus_indicator,True,1,1,2,1,1,"["" focus""]","["" indicator""]"
gpt2,gpt2-xl,natural,semantic_html,True,2,1,3,1,1,"[""Sem"", ""antic""]","["" HTML""]"
gpt2,gpt2-xl,natural,form_label,False,1,1,2,1,1,"["" form""]","["" label""]"
gpt2,gpt2-xl,natural,link_text,False,1,1,2,1,1,"[""Link""]","["" text""]"
gpt2,gpt2-xl,natural,page_title,False,1,1,2,1,1,"["" page""]","["" title""]"
gpt2,gpt2-xl,natural,keyboard_interaction,True,1,1,2,1,1,"["" keyboard""]","["" interaction""]"
gpt2,gpt2-xl,natural,section_heading,True,1,1,2,1,1,"["" section""]","["" heading""]"
gpt2,gpt2-xl,natural,text_alternative,True,1,1,2,1,1,"["" text""]","["" alternative""]"
gpt2,gpt2-xl,natural,audio_description,True,1,1,2,1,1,"["" audio""]","["" description""]"
gpt2,gpt2-xl,natural,sign_language,True,1,1,2,1,1,"[""Sign""]","["" language""]"
gpt2,gpt2-xl,natural,sensory_characteristics,True,3,1,4,1,1,"[""S"", ""ens"", ""ory""]","["" characteristics""]"
gpt2,gpt2-xl,natural,input_purpose,True,1,1,2,1,1,"["" input""]","["" purpose""]"
gpt2,gpt2-xl,natural,target_size,True,1,1,2,1,1,"["" target""]","["" size""]"
gpt2,gpt2-xl,natural,touch_target,True,1,1,2,1,1,"["" touch""]","["" target""]"
gpt2,gpt2-xl,natural,drag_movement,True,1,1,2,1,1,"["" drag""]","["" movement""]"
gpt2,gpt2-xl,natural,focus_appearance,True,1,1,2,1,1,"["" focus""]","["" appearance""]"
gpt2,gpt2-xl,natural,consistent_help,True,2,1,3,1,1,"[""Cons"", ""istent""]","["" help""]"
gpt2,gpt2-xl,natural,redundant_entry,True,1,1,2,1,1,"["" redundant""]","["" entry""]"
gpt2,gpt2-xl,natural,accessible_authentication,True,2,1,3,1,1,"[""Access"", ""ible""]","["" authentication""]"
gpt2,gpt2-xl,natural,text_spacing,True,1,1,2,1,1,"[""Text""]","["" spacing""]"
gpt2,gpt2-xl,natural,status_message,True,1,1,2,1,1,"["" status""]","["" message""]"
gpt2,gpt2-xl,natural,error_identification,True,1,1,2,1,1,"[""Error""]","["" identification""]"
gpt2,gpt2-xl,natural,pointer_cancellation,True,2,1,3,1,1,"[""Po"", ""inter""]","["" cancellation""]"
gpt2,gpt2-xl,natural,character_key,True,1,1,2,1,1,"["" character""]","["" key""]"
gpt2,gpt2-xl,natural,accessibility_tree,True,1,1,2,1,1,"["" accessibility""]","["" tree""]"
gpt2,gpt2-xl,natural,accessible_name,True,1,1,2,1,1,"["" accessible""]","["" name""]"
gpt2,gpt2-xl,natural,accessible_description,True,1,1,2,1,1,"["" accessible""]","["" description""]"
gpt2,gpt2-xl,natural,live_region,True,1,1,2,1,1,"["" live""]","["" region""]"
gpt2,gpt2-xl,natural,tab_panel,True,1,1,2,1,1,"["" tab""]","["" panel""]"
gpt2,gpt2-xl,natural,radio_group,True,1,1,2,1,1,"["" radio""]","["" group""]"
gpt2,gpt2-xl,natural,tree_grid,True,1,1,2,1,1,"["" tree""]","["" grid""]"
gpt2,gpt2-xl,natural,menu_bar,True,1,1,2,1,1,"["" menu""]","["" bar""]"
gpt2,gpt2-xl,natural,tool_tip,True,1,1,2,1,1,"["" tool""]","["" tip""]"
gpt2,gpt2-xl,natural,combo_box,True,1,1,2,1,1,"["" combo""]","["" box""]"
gpt2,gpt2-xl,natural,semantic_markup,True,2,1,3,1,1,"[""Sem"", ""antic""]","["" markup""]"
gpt2,gpt2-xl,natural,focus_management,True,1,1,2,1,1,"[""Focus""]","["" management""]"
gpt2,gpt2-xl,natural,reading_order,True,1,1,2,1,1,"[""Reading""]","["" order""]"
gpt2,gpt2-xl,natural,text_formatting,True,1,1,2,1,1,"[""Text""]","["" formatting""]"
gpt2,gpt2-xl,natural,form_field,True,1,1,2,1,1,"["" form""]","["" field""]"
gpt2,gpt2-xl,natural,landmark_region,True,1,1,2,1,1,"["" landmark""]","["" region""]"
gpt2,gpt2-xl,natural,low_vision,True,1,1,2,1,1,"[""Low""]","["" vision""]"
gpt2,gpt2-xl,natural,cognitive_disabilities,True,2,1,3,1,1,"[""C"", ""ognitive""]","["" disabilities""]"
gpt2,gpt2-xl,natural,universal_design,True,1,1,2,1,1,"[""Universal""]","["" design""]"
gpt2,gpt2-xl,natural,decorative_image,True,1,1,2,1,1,"["" decorative""]","["" image""]"
gpt2,gpt2-xl,natural,informative_image,True,1,1,2,1,1,"["" informative""]","["" image""]"
gpt2,gpt2-xl,natural,responsive_design,True,3,1,4,1,1,"[""Resp"", ""ons"", ""ive""]","["" design""]"
gpt2,gpt2-xl,natural,empty_link,False,1,1,2,1,1,"["" empty""]","["" link""]"
gpt2,gpt2-xl,uniform,screen_reader,True,1,1,2,1,1,"["" screen""]","["" reader""]"
gpt2,gpt2-xl,uniform,alt_text,True,1,1,2,1,1,"["" alt""]","["" text""]"
gpt2,gpt2-xl,uniform,skip_link,True,1,1,2,1,1,"["" skip""]","["" link""]"
gpt2,gpt2-xl,uniform,color_contrast,True,1,1,2,1,1,"["" color""]","["" contrast""]"
gpt2,gpt2-xl,uniform,keyboard_navigation,True,1,1,2,1,1,"["" keyboard""]","["" navigation""]"
gpt2,gpt2-xl,uniform,closed_captions,True,1,2,3,1,1,"["" closed""]","["" capt"", ""ions""]"
gpt2,gpt2-xl,uniform,focus_indicator,True,1,1,2,1,1,"["" focus""]","["" indicator""]"
gpt2,gpt2-xl,uniform,semantic_html,True,1,1,2,1,1,"["" semantic""]","["" HTML""]"
gpt2,gpt2-xl,uniform,form_label,False,1,1,2,1,1,"["" form""]","["" label""]"
gpt2,gpt2-xl,uniform,link_text,False,1,1,2,1,1,"["" link""]","["" text""]"
gpt2,gpt2-xl,uniform,page_title,False,1,1,2,1,1,"["" page""]","["" title""]"
gpt2,gpt2-xl,uniform,keyboard_interaction,True,1,1,2,1,1,"["" keyboard""]","["" interaction""]"
gpt2,gpt2-xl,uniform,section_heading,True,1,1,2,1,1,"["" section""]","["" heading""]"
gpt2,gpt2-xl,uniform,text_alternative,True,1,1,2,1,1,"["" text""]","["" alternative""]"
gpt2,gpt2-xl,uniform,audio_description,True,1,1,2,1,1,"["" audio""]","["" description""]"
gpt2,gpt2-xl,uniform,sign_language,True,1,1,2,1,1,"["" sign""]","["" language""]"
gpt2,gpt2-xl,uniform,sensory_characteristics,True,1,1,2,1,1,"["" sensory""]","["" characteristics""]"
gpt2,gpt2-xl,uniform,input_purpose,True,1,1,2,1,1,"["" input""]","["" purpose""]"
gpt2,gpt2-xl,uniform,target_size,True,1,1,2,1,1,"["" target""]","["" size""]"
gpt2,gpt2-xl,uniform,touch_target,True,1,1,2,1,1,"["" touch""]","["" target""]"
gpt2,gpt2-xl,uniform,drag_movement,True,1,1,2,1,1,"["" drag""]","["" movement""]"
gpt2,gpt2-xl,uniform,focus_appearance,True,1,1,2,1,1,"["" focus""]","["" appearance""]"
gpt2,gpt2-xl,uniform,consistent_help,True,1,1,2,1,1,"["" consistent""]","["" help""]"
gpt2,gpt2-xl,uniform,redundant_entry,True,1,1,2,1,1,"["" redundant""]","["" entry""]"
gpt2,gpt2-xl,uniform,accessible_authentication,True,1,1,2,1,1,"["" accessible""]","["" authentication""]"
gpt2,gpt2-xl,uniform,text_spacing,True,1,1,2,1,1,"["" text""]","["" spacing""]"
gpt2,gpt2-xl,uniform,status_message,True,1,1,2,1,1,"["" status""]","["" message""]"
gpt2,gpt2-xl,uniform,error_identification,True,1,1,2,1,1,"["" error""]","["" identification""]"
gpt2,gpt2-xl,uniform,pointer_cancellation,True,1,1,2,1,1,"["" pointer""]","["" cancellation""]"
gpt2,gpt2-xl,uniform,character_key,True,1,1,2,1,1,"["" character""]","["" key""]"
gpt2,gpt2-xl,uniform,accessibility_tree,True,1,1,2,1,1,"["" accessibility""]","["" tree""]"
gpt2,gpt2-xl,uniform,accessible_name,True,1,1,2,1,1,"["" accessible""]","["" name""]"
gpt2,gpt2-xl,uniform,accessible_description,True,1,1,2,1,1,"["" accessible""]","["" description""]"
gpt2,gpt2-xl,uniform,live_region,True,1,1,2,1,1,"["" live""]","["" region""]"
gpt2,gpt2-xl,uniform,tab_panel,True,1,1,2,1,1,"["" tab""]","["" panel""]"
gpt2,gpt2-xl,uniform,radio_group,True,1,1,2,1,1,"["" radio""]","["" group""]"
gpt2,gpt2-xl,uniform,tree_grid,True,1,1,2,1,1,"["" tree""]","["" grid""]"
gpt2,gpt2-xl,uniform,menu_bar,True,1,1,2,1,1,"["" menu""]","["" bar""]"
gpt2,gpt2-xl,uniform,tool_tip,True,1,1,2,1,1,"["" tool""]","["" tip""]"
gpt2,gpt2-xl,uniform,combo_box,True,1,1,2,1,1,"["" combo""]","["" box""]"
gpt2,gpt2-xl,uniform,semantic_markup,True,1,1,2,1,1,"["" semantic""]","["" markup""]"
gpt2,gpt2-xl,uniform,focus_management,True,1,1,2,1,1,"["" focus""]","["" management""]"
gpt2,gpt2-xl,uniform,reading_order,True,1,1,2,1,1,"["" reading""]","["" order""]"
gpt2,gpt2-xl,uniform,text_formatting,True,1,1,2,1,1,"["" text""]","["" formatting""]"
gpt2,gpt2-xl,uniform,form_field,True,1,1,2,1,1,"["" form""]","["" field""]"
gpt2,gpt2-xl,uniform,landmark_region,True,1,1,2,1,1,"["" landmark""]","["" region""]"
gpt2,gpt2-xl,uniform,low_vision,True,1,1,2,1,1,"["" low""]","["" vision""]"
gpt2,gpt2-xl,uniform,cognitive_disabilities,True,1,1,2,1,1,"["" cognitive""]","["" disabilities""]"
gpt2,gpt2-xl,uniform,universal_design,True,1,1,2,1,1,"["" universal""]","["" design""]"
gpt2,gpt2-xl,uniform,decorative_image,True,1,1,2,1,1,"["" decorative""]","["" image""]"
gpt2,gpt2-xl,uniform,informative_image,True,1,1,2,1,1,"["" informative""]","["" image""]"
gpt2,gpt2-xl,uniform,responsive_design,True,1,1,2,1,1,"["" responsive""]","["" design""]"
gpt2,gpt2-xl,uniform,empty_link,False,1,1,2,1,1,"["" empty""]","["" link""]"
olmo,OLMo-2-0425-1B,natural,screen_reader,True,1,1,2,1,1,"["" screen""]","["" reader""]"
olmo,OLMo-2-0425-1B,natural,alt_text,True,1,1,2,1,1,"["" alt""]","["" text""]"
olmo,OLMo-2-0425-1B,natural,skip_link,True,1,1,2,1,1,"["" skip""]","["" link""]"
olmo,OLMo-2-0425-1B,natural,color_contrast,True,1,1,2,1,1,"[""Color""]","["" contrast""]"
olmo,OLMo-2-0425-1B,natural,keyboard_navigation,True,1,1,2,1,1,"[""Keyboard""]","["" navigation""]"
olmo,OLMo-2-0425-1B,natural,closed_captions,True,1,1,2,1,1,"[""Closed""]","["" captions""]"
olmo,OLMo-2-0425-1B,natural,focus_indicator,True,1,1,2,1,1,"["" focus""]","["" indicator""]"
olmo,OLMo-2-0425-1B,natural,semantic_html,True,1,1,2,1,1,"[""Semantic""]","["" HTML""]"
olmo,OLMo-2-0425-1B,natural,form_label,False,1,1,2,1,1,"["" form""]","["" label""]"
olmo,OLMo-2-0425-1B,natural,link_text,False,1,1,2,1,1,"[""Link""]","["" text""]"
olmo,OLMo-2-0425-1B,natural,page_title,False,1,1,2,1,1,"["" page""]","["" title""]"
olmo,OLMo-2-0425-1B,natural,keyboard_interaction,True,1,1,2,1,1,"["" keyboard""]","["" interaction""]"
olmo,OLMo-2-0425-1B,natural,section_heading,True,1,1,2,1,1,"["" section""]","["" heading""]"
olmo,OLMo-2-0425-1B,natural,text_alternative,True,1,1,2,1,1,"["" text""]","["" alternative""]"
olmo,OLMo-2-0425-1B,natural,audio_description,True,1,1,2,1,1,"["" audio""]","["" description""]"
olmo,OLMo-2-0425-1B,natural,sign_language,True,1,1,2,1,1,"[""Sign""]","["" language""]"
olmo,OLMo-2-0425-1B,natural,sensory_characteristics,True,3,1,4,1,1,"[""S"", ""ens"", ""ory""]","["" characteristics""]"
olmo,OLMo-2-0425-1B,natural,input_purpose,True,1,1,2,1,1,"["" input""]","["" purpose""]"
olmo,OLMo-2-0425-1B,natural,target_size,True,1,1,2,1,1,"["" target""]","["" size""]"
olmo,OLMo-2-0425-1B,natural,touch_target,True,1,1,2,1,1,"["" touch""]","["" target""]"
olmo,OLMo-2-0425-1B,natural,drag_movement,True,1,1,2,1,1,"["" drag""]","["" movement""]"
olmo,OLMo-2-0425-1B,natural,focus_appearance,True,1,1,2,1,1,"["" focus""]","["" appearance""]"
olmo,OLMo-2-0425-1B,natural,consistent_help,True,2,1,3,1,1,"[""Cons"", ""istent""]","["" help""]"
olmo,OLMo-2-0425-1B,natural,redundant_entry,True,1,1,2,1,1,"["" redundant""]","["" entry""]"
olmo,OLMo-2-0425-1B,natural,accessible_authentication,True,1,1,2,1,1,"[""Accessible""]","["" authentication""]"
olmo,OLMo-2-0425-1B,natural,text_spacing,True,1,1,2,1,1,"[""Text""]","["" spacing""]"
olmo,OLMo-2-0425-1B,natural,status_message,True,1,1,2,1,1,"["" status""]","["" message""]"
olmo,OLMo-2-0425-1B,natural,error_identification,True,1,1,2,1,1,"[""Error""]","["" identification""]"
olmo,OLMo-2-0425-1B,natural,pointer_cancellation,True,1,1,2,1,1,"[""Pointer""]","["" cancellation""]"
olmo,OLMo-2-0425-1B,natural,character_key,True,1,1,2,1,1,"["" character""]","["" key""]"
olmo,OLMo-2-0425-1B,natural,accessibility_tree,True,1,1,2,1,1,"["" accessibility""]","["" tree""]"
olmo,OLMo-2-0425-1B,natural,accessible_name,True,1,1,2,1,1,"["" accessible""]","["" name""]"
olmo,OLMo-2-0425-1B,natural,accessible_description,True,1,1,2,1,1,"["" accessible""]","["" description""]"
olmo,OLMo-2-0425-1B,natural,live_region,True,1,1,2,1,1,"["" live""]","["" region""]"
olmo,OLMo-2-0425-1B,natural,tab_panel,True,1,1,2,1,1,"["" tab""]","["" panel""]"
olmo,OLMo-2-0425-1B,natural,radio_group,True,1,1,2,1,1,"["" radio""]","["" group""]"
olmo,OLMo-2-0425-1B,natural,tree_grid,True,1,1,2,1,1,"["" tree""]","["" grid""]"
olmo,OLMo-2-0425-1B,natural,menu_bar,True,1,1,2,1,1,"["" menu""]","["" bar""]"
olmo,OLMo-2-0425-1B,natural,tool_tip,True,1,1,2,1,1,"["" tool""]","["" tip""]"
olmo,OLMo-2-0425-1B,natural,combo_box,True,1,1,2,1,1,"["" combo""]","["" box""]"
olmo,OLMo-2-0425-1B,natural,semantic_markup,True,1,1,2,1,1,"[""Semantic""]","["" markup""]"
olmo,OLMo-2-0425-1B,natural,focus_management,True,1,1,2,1,1,"[""Focus""]","["" management""]"
olmo,OLMo-2-0425-1B,natural,reading_order,True,1,1,2,1,1,"[""Reading""]","["" order""]"
olmo,OLMo-2-0425-1B,natural,text_formatting,True,1,1,2,1,1,"[""Text""]","["" formatting""]"
olmo,OLMo-2-0425-1B,natural,form_field,True,1,1,2,1,1,"["" form""]","["" field""]"
olmo,OLMo-2-0425-1B,natural,landmark_region,True,1,1,2,1,1,"["" landmark""]","["" region""]"
olmo,OLMo-2-0425-1B,natural,low_vision,True,1,1,2,1,1,"[""Low""]","["" vision""]"
olmo,OLMo-2-0425-1B,natural,cognitive_disabilities,True,2,1,3,1,1,"[""C"", ""ognitive""]","["" disabilities""]"
olmo,OLMo-2-0425-1B,natural,universal_design,True,1,1,2,1,1,"[""Universal""]","["" design""]"
olmo,OLMo-2-0425-1B,natural,decorative_image,True,1,1,2,1,1,"["" decorative""]","["" image""]"
olmo,OLMo-2-0425-1B,natural,informative_image,True,1,1,2,1,1,"["" informative""]","["" image""]"
olmo,OLMo-2-0425-1B,natural,responsive_design,True,1,1,2,1,1,"[""Responsive""]","["" design""]"
olmo,OLMo-2-0425-1B,natural,empty_link,False,1,1,2,1,1,"["" empty""]","["" link""]"
olmo,OLMo-2-0425-1B,uniform,screen_reader,True,1,1,2,1,1,"["" screen""]","["" reader""]"
olmo,OLMo-2-0425-1B,uniform,alt_text,True,1,1,2,1,1,"["" alt""]","["" text""]"
olmo,OLMo-2-0425-1B,uniform,skip_link,True,1,1,2,1,1,"["" skip""]","["" link""]"
olmo,OLMo-2-0425-1B,uniform,color_contrast,True,1,1,2,1,1,"["" color""]","["" contrast""]"
olmo,OLMo-2-0425-1B,uniform,keyboard_navigation,True,1,1,2,1,1,"["" keyboard""]","["" navigation""]"
olmo,OLMo-2-0425-1B,uniform,closed_captions,True,1,1,2,1,1,"["" closed""]","["" captions""]"
olmo,OLMo-2-0425-1B,uniform,focus_indicator,True,1,1,2,1,1,"["" focus""]","["" indicator""]"
olmo,OLMo-2-0425-1B,uniform,semantic_html,True,1,1,2,1,1,"["" semantic""]","["" HTML""]"
olmo,OLMo-2-0425-1B,uniform,form_label,False,1,1,2,1,1,"["" form""]","["" label""]"
olmo,OLMo-2-0425-1B,uniform,link_text,False,1,1,2,1,1,"["" link""]","["" text""]"
olmo,OLMo-2-0425-1B,uniform,page_title,False,1,1,2,1,1,"["" page""]","["" title""]"
olmo,OLMo-2-0425-1B,uniform,keyboard_interaction,True,1,1,2,1,1,"["" keyboard""]","["" interaction""]"
olmo,OLMo-2-0425-1B,uniform,section_heading,True,1,1,2,1,1,"["" section""]","["" heading""]"
olmo,OLMo-2-0425-1B,uniform,text_alternative,True,1,1,2,1,1,"["" text""]","["" alternative""]"
olmo,OLMo-2-0425-1B,uniform,audio_description,True,1,1,2,1,1,"["" audio""]","["" description""]"
olmo,OLMo-2-0425-1B,uniform,sign_language,True,1,1,2,1,1,"["" sign""]","["" language""]"
olmo,OLMo-2-0425-1B,uniform,sensory_characteristics,True,1,1,2,1,1,"["" sensory""]","["" characteristics""]"
olmo,OLMo-2-0425-1B,uniform,input_purpose,True,1,1,2,1,1,"["" input""]","["" purpose""]"
olmo,OLMo-2-0425-1B,uniform,target_size,True,1,1,2,1,1,"["" target""]","["" size""]"
olmo,OLMo-2-0425-1B,uniform,touch_target,True,1,1,2,1,1,"["" touch""]","["" target""]"
olmo,OLMo-2-0425-1B,uniform,drag_movement,True,1,1,2,1,1,"["" drag""]","["" movement""]"
olmo,OLMo-2-0425-1B,uniform,focus_appearance,True,1,1,2,1,1,"["" focus""]","["" appearance""]"
olmo,OLMo-2-0425-1B,uniform,consistent_help,True,1,1,2,1,1,"["" consistent""]","["" help""]"
olmo,OLMo-2-0425-1B,uniform,redundant_entry,True,1,1,2,1,1,"["" redundant""]","["" entry""]"
olmo,OLMo-2-0425-1B,uniform,accessible_authentication,True,1,1,2,1,1,"["" accessible""]","["" authentication""]"
olmo,OLMo-2-0425-1B,uniform,text_spacing,True,1,1,2,1,1,"["" text""]","["" spacing""]"
olmo,OLMo-2-0425-1B,uniform,status_message,True,1,1,2,1,1,"["" status""]","["" message""]"
olmo,OLMo-2-0425-1B,uniform,error_identification,True,1,1,2,1,1,"["" error""]","["" identification""]"
olmo,OLMo-2-0425-1B,uniform,pointer_cancellation,True,1,1,2,1,1,"["" pointer""]","["" cancellation""]"
olmo,OLMo-2-0425-1B,uniform,character_key,True,1,1,2,1,1,"["" character""]","["" key""]"
olmo,OLMo-2-0425-1B,uniform,accessibility_tree,True,1,1,2,1,1,"["" accessibility""]","["" tree""]"
olmo,OLMo-2-0425-1B,uniform,accessible_name,True,1,1,2,1,1,"["" accessible""]","["" name""]"
olmo,OLMo-2-0425-1B,uniform,accessible_description,True,1,1,2,1,1,"["" accessible""]","["" description""]"
olmo,OLMo-2-0425-1B,uniform,live_region,True,1,1,2,1,1,"["" live""]","["" region""]"
olmo,OLMo-2-0425-1B,uniform,tab_panel,True,1,1,2,1,1,"["" tab""]","["" panel""]"
olmo,OLMo-2-0425-1B,uniform,radio_group,True,1,1,2,1,1,"["" radio""]","["" group""]"
olmo,OLMo-2-0425-1B,uniform,tree_grid,True,1,1,2,1,1,"["" tree""]","["" grid""]"
olmo,OLMo-2-0425-1B,uniform,menu_bar,True,1,1,2,1,1,"["" menu""]","["" bar""]"
olmo,OLMo-2-0425-1B,uniform,tool_tip,True,1,1,2,1,1,"["" tool""]","["" tip""]"
olmo,OLMo-2-0425-1B,uniform,combo_box,True,1,1,2,1,1,"["" combo""]","["" box""]"
olmo,OLMo-2-0425-1B,uniform,semantic_markup,True,1,1,2,1,1,"["" semantic""]","["" markup""]"
olmo,OLMo-2-0425-1B,uniform,focus_management,True,1,1,2,1,1,"["" focus""]","["" management""]"
olmo,OLMo-2-0425-1B,uniform,reading_order,True,1,1,2,1,1,"["" reading""]","["" order""]"
olmo,OLMo-2-0425-1B,uniform,text_formatting,True,1,1,2,1,1,"["" text""]","["" formatting""]"
olmo,OLMo-2-0425-1B,uniform,form_field,True,1,1,2,1,1,"["" form""]","["" field""]"
olmo,OLMo-2-0425-1B,uniform,landmark_region,True,1,1,2,1,1,"["" landmark""]","["" region""]"
olmo,OLMo-2-0425-1B,uniform,low_vision,True,1,1,2,1,1,"["" low""]","["" vision""]"
olmo,OLMo-2-0425-1B,uniform,cognitive_disabilities,True,1,1,2,1,1,"["" cognitive""]","["" disabilities""]"
olmo,OLMo-2-0425-1B,uniform,universal_design,True,1,1,2,1,1,"["" universal""]","["" design""]"
olmo,OLMo-2-0425-1B,uniform,decorative_image,True,1,1,2,1,1,"["" decorative""]","["" image""]"
olmo,OLMo-2-0425-1B,uniform,informative_image,True,1,1,2,1,1,"["" informative""]","["" image""]"
olmo,OLMo-2-0425-1B,uniform,responsive_design,True,1,1,2,1,1,"["" responsive""]","["" design""]"
olmo,OLMo-2-0425-1B,uniform,empty_link,False,1,1,2,1,1,"["" empty""]","["" link""]"
olmo,OLMo-2-1124-13B,natural,screen_reader,True,1,1,2,1,1,"["" screen""]","["" reader""]"
olmo,OLMo-2-1124-13B,natural,alt_text,True,1,1,2,1,1,"["" alt""]","["" text""]"
olmo,OLMo-2-1124-13B,natural,skip_link,True,1,1,2,1,1,"["" skip""]","["" link""]"
olmo,OLMo-2-1124-13B,natural,color_contrast,True,1,1,2,1,1,"[""Color""]","["" contrast""]"
olmo,OLMo-2-1124-13B,natural,keyboard_navigation,True,1,1,2,1,1,"[""Keyboard""]","["" navigation""]"
olmo,OLMo-2-1124-13B,natural,closed_captions,True,1,1,2,1,1,"[""Closed""]","["" captions""]"
olmo,OLMo-2-1124-13B,natural,focus_indicator,True,1,1,2,1,1,"["" focus""]","["" indicator""]"
olmo,OLMo-2-1124-13B,natural,semantic_html,True,1,1,2,1,1,"[""Semantic""]","["" HTML""]"
olmo,OLMo-2-1124-13B,natural,form_label,False,1,1,2,1,1,"["" form""]","["" label""]"
olmo,OLMo-2-1124-13B,natural,link_text,False,1,1,2,1,1,"[""Link""]","["" text""]"
olmo,OLMo-2-1124-13B,natural,page_title,False,1,1,2,1,1,"["" page""]","["" title""]"
olmo,OLMo-2-1124-13B,natural,keyboard_interaction,True,1,1,2,1,1,"["" keyboard""]","["" interaction""]"
